店舗名,最寄駅,住所または座標,緯度,経度,掲載URL,オフィシャルHP,備考,電話,営業
温馨港,西日暮里駅より,東京都,,,https://www.esthe-ranking.jp/nippori/shop-detail/b1bbb892-a9ce-4b15-960d-9f1a79ed3abc/,https://onkyoukou.tyo.cm/,西日暮里駅より徒歩1分,03-3807-8966,12:00～翌 05:00
ソフィア,日暮里駅東口・南口,東京都,,,https://www.esthe-ranking.jp/nippori/shop-detail/2b50b1b7-2ed4-4edb-9563-64faef6fd90d/,https://www.sofia-est.com/,日暮里駅東口・南口徒歩1分,03-3807-0369,24時間営業
女神の部屋,武蔵小金井駅北口,武蔵小金井駅,,,https://www.esthe-ranking.jp/kichijoji/shop-detail/75d0dba8-ff0b-4f9a-9d27-79794683eb98/,https://hi-msg.com/megami-634/,武蔵小金井駅北口付近に到着されましたら、,090-7492-0484,11:00～翌 03:00
夜の誘惑,武蔵小金井駅南口,武蔵小金井駅,,,https://www.esthe-ranking.jp/kichijoji/shop-detail/aa01a854-a41b-439f-82c4-116c3ca6b2c0/,https://hi-msg.com/yoru-6345521/,ご予約の上に、武蔵小金井駅南口の近くに着いたら一度お知らせください。,080-7807-0180,11:00～翌 03:00
甘い誘惑,武蔵小金井駅,武蔵小金井駅,,,https://www.esthe-ranking.jp/kichijoji/shop-detail/24a6d4d9-33ec-44dd-8bca-91159978dff3/,http://sweet-temptation.menzu-jdi.sbs/,武蔵小金井駅北口に着きましたら、ご連絡ください。,080-8479-7277,12:00～翌 04:00
三鷹美人,三鷹駅北口,"35.70495995062867, 139.56266493104593",35.70495995062867,139.56266493104593,https://www.esthe-ranking.jp/kichijoji/shop-detail/7e939c44-668a-43ac-a339-7d06b57a2e47/,http://mitaka.okok.biz/,三鷹駅北口徒歩4分,080-6385-0260,12:00～翌 02:00
はちみつ,三鷹駅,三鷹駅,,,https://www.esthe-ranking.jp/kichijoji/shop-detail/3e40e59e-46ec-4b0d-99ba-576639531801/,https://hachimitsu-bgold.navi.mn/,アクセス欄に住所あり,080-1111-8902,11:00～翌 02:00
マーメイド‍,吉祥寺駅北口,東京都武蔵野市吉祥寺本町２丁目２−１７,,,https://www.esthe-ranking.jp/kichijoji/shop-detail/ab81a999-7695-4481-b350-d1c39005581e/,http://sh-fhs.tokyo/,吉祥寺駅北口徒歩2分,080-9284-3138,24時間営業
刺激の森,武蔵境駅,東京都武蔵野市境２丁目２−１３,,,https://www.esthe-ranking.jp/kichijoji/shop-detail/639267e5-d56e-44ab-a674-242ef9db2bfc/,http://shocking.menzu-dnh.sbs/,武蔵境駅に着きましたら、ご連絡ください。,070-2667-9467,12:00～翌 02:00
隠れ家,吉祥寺駅北口,東京都武蔵野市吉祥寺本町1-5-1,,,https://www.esthe-ranking.jp/kichijoji/shop-detail/d6677c0e-2988-4ef7-a300-0f9b23084023/,http://yj.sh-xkd1.tokyo/,吉祥寺駅北口徒歩2分,090-2527-3096,24時間営業
アモーレ,東小金井駅南口より,東京都小金井市東町1-40-11,,,https://www.esthe-ranking.jp/kichijoji/shop-detail/d0024c65-d770-4967-9bfd-9e1b880510ab/,https://amore-koganei.ies.fun/,東小金井駅南口より徒歩8分,050-6878-5583,11:00～翌 02:00
cocoa（ココア）,武蔵小金井駅南口,武蔵小金井駅,,,https://www.esthe-ranking.jp/kichijoji/shop-detail/e58effd7-5a24-4129-b58f-a1f322fdef2c/,http://cocoa.menzu-apo.sbs/,武蔵小金井南口 に着きましたら、ご連絡ください。,090-9377-4376,12:00～翌 02:00
女子の楽園,三鷹駅南口,"35.70122201266552, 139.56234820026148",35.70122201266552,139.56234820026148,https://www.esthe-ranking.jp/kichijoji/shop-detail/3edcf6a1-10bd-4d94-bdd8-b5dbc46dce4b/,https://whitemink10.sakura.ne.jp/sanying/index.html,三鷹駅南口徒歩2分,080-2460-6218,12:00～翌 02:00
花火kiss,武蔵小金井駅・三鷹駅,武蔵小金井駅,,,https://www.esthe-ranking.jp/kichijoji/shop-detail/b8217c4b-e304-4900-b05a-8f1fd3af03a7/,https://kaori-sakura2.navi.mn/,アクセス欄に住所あり,050-6864-4204,11:00～翌 01:00
そら,武蔵小金井駅北口,武蔵小金井駅,,,https://www.esthe-ranking.jp/kichijoji/shop-detail/b7868afd-6983-48d7-aa15-8f1d7f5efa18/,http://www.sora.esjp.info/,【武蔵小金井駅北口】の付近に着いたら、お電話ください。,090-2020-8885,24時間営業
秘密の恋,吉祥寺駅,吉祥寺駅,,,https://www.esthe-ranking.jp/kichijoji/shop-detail/97596ed7-8891-460d-8b7a-1beac2fd5eb6/,http://paradise-gold.menzu-lao.sbs/,吉祥寺駅徒歩3分,070-7787-0808,10:00～24:00
幸せのSpa,三鷹駅,三鷹駅,,,https://www.esthe-ranking.jp/kichijoji/shop-detail/f42dbf81-f542-4495-a428-db7923590dbd/,https://www.relaxsalon.xyz/sawspa/,アクセス欄に住所あり,050-6878-9086,12:00～LAST
楽園ゴールド,吉祥寺駅,東京都武蔵野市御殿山１丁目２−１,,,https://www.esthe-ranking.jp/kichijoji/shop-detail/c839a3cd-4f65-42df-bd4f-36310a25cdae/,http://rakuengold.menzu-dnh.sbs/,吉祥寺駅北口、西口、南改札（公園口）、京王井の頭出口より徒歩5分，井の頭公園より徒歩2分,070-8979-7379,11:00～23:00
ナイトパーティー,三鷹駅,三鷹駅,,,https://www.esthe-ranking.jp/kichijoji/shop-detail/48f77990-905d-4590-90cb-91244ec9027d/,http://ybc2h.mensrelax.net/,アクセス欄に住所あり,050-6876-7471,
Kiss Me,三鷹駅,三鷹駅,,,https://www.esthe-ranking.jp/kichijoji/shop-detail/1d43466f-33a1-4f58-b7b2-5e55580d19f1/,http://kissmeme.mensest.xyz/,アクセス欄に住所あり,050-6879-7451,11:00～翌 02:00
愛の海,吉祥寺駅北口,吉祥寺駅,,,https://www.esthe-ranking.jp/kichijoji/shop-detail/6c71b43e-e063-4e2e-b490-2289113cb7a3/,http://zeanfio.tokyo/,吉祥寺駅北口徒歩4分,080-8811-0262,24時間営業
お帰り部屋,武蔵小金井駅,"35.700885674966486, 139.50639750306493",35.700885674966486,139.50639750306493,https://www.esthe-ranking.jp/kichijoji/shop-detail/b97df59e-03e4-4b76-bf7c-4bcce7f1f6b4/,https://mori-mori.navi.mn/,アクセス欄に緯度経度と住所あり,090-7044-7229,12:00～翌 02:00
Banzai（ばんざい）,吉祥寺駅,東京都,,,https://www.esthe-ranking.jp/kichijoji/shop-detail/785b12f9-08ee-436b-a85d-42e805db2b43/,https://thaibanzai-kichijoji.com/,吉祥寺駅徒歩5分,080-9336-5148,12:00～翌 01:00
Doll House,三鷹駅南口,東京都,,,https://www.esthe-ranking.jp/kichijoji/shop-detail/88aff52c-a493-499d-8f1f-b56f8f869c65/,https://doll-h.est888.com/,三鷹駅南口徒歩3分,090-7156-4212,12:00～LAST
ラビット,三鷹駅南口,東京都,,,https://www.esthe-ranking.jp/kichijoji/shop-detail/8917c66c-8b0e-4ce7-a320-1f9d3928b431/,http://himsgrabit.xyz/index.html,三鷹駅南口徒歩2分,090-7369-6312,12:00～LAST
Pink Momo,三鷹駅,東京都,,,https://www.esthe-ranking.jp/kichijoji/shop-detail/d214640a-df21-4501-85e0-841fd89c2969/,http://mitakamsg.xyz/,アクセス欄に住所あり,090-7058-6704,12:00～翌 03:00
エス・トップ,三鷹駅南口,東京都,,,https://www.esthe-ranking.jp/kichijoji/shop-detail/0044bb4a-c2ea-432c-95d9-5541e6b6ffbe/,http://f-relax.net/,三鷹駅南口徒歩2分,04-2226-7699,11:00～翌 05:00
猫ちゃんの日記,荻窪駅西口,"35.704096321927075, 139.6186895563543",35.704096321927075,139.6186895563543,https://www.esthe-ranking.jp/ogikubo/shop-detail/61b0c8bc-8f23-4cdc-910b-f1b64fe6e18b/,https://nekodairy.estheya.com,荻窪駅西口徒歩2分,090-4708-7044,12:00～LAST
バレンタイン,阿佐ヶ谷駅北口,東京都杉並区阿佐谷北２丁目１５−１,,,https://www.esthe-ranking.jp/ogikubo/shop-detail/ba47d3cb-4144-4c21-a62b-dbc8a2741c5d/,http://ogikubo-valentine.hl-web23.work/,阿佐ヶ谷駅北口より徒歩2分,090-4691-4968,12:00～翌 02:00
風楽里（ふらり）,荻窪駅西口,"35.704808707915184, 139.6183617575769",35.704808707915184,139.6183617575769,https://www.esthe-ranking.jp/ogikubo/shop-detail/9ae38195-82a4-4a06-9a9b-a8b8f25e3147/,https://furari.iest.in/,荻窪駅西口徒歩3分,080-7638-8866,12:00～翌 02:00
恋しい〜Koishii〜,阿佐ヶ谷駅南口,"35.70456593228727, 139.63560670566363",35.70456593228727,139.63560670566363,https://www.esthe-ranking.jp/ogikubo/shop-detail/fcd51725-6244-4830-a047-06476733d71f/,https://aro-flower.com/,阿佐ヶ谷駅南口徒歩30秒,080-8736-4044,12:00～LAST
CANEEL～キャネール～,荻窪駅南口,荻窪駅,,,https://www.esthe-ranking.jp/ogikubo/shop-detail/ce18e86c-5382-404f-87f8-a31e37f23d41/,https://caneel.raku.work/,荻窪駅南口徒歩3分,080-6037-4642,11:00～翌 02:00
甘々チューチュー,荻窪駅西口,"35.70409004989813, 139.61763086502165",35.70409004989813,139.61763086502165,https://www.esthe-ranking.jp/ogikubo/shop-detail/19fc172e-a85b-4290-99ac-e0008bc24de1/,http://www.amaamachuchu.hp-navi.com/,荻窪駅西口徒歩2分,080-4666-8031,12:00～翌 02:00
Pure Heart（ピュアハート）,荻窪駅北口,東京都杉並区上荻１丁目４−６,,,https://www.esthe-ranking.jp/ogikubo/shop-detail/57e9e36b-3447-4f14-88a5-25737431c68e/,https://pureheart.tokyo/,荻窪駅北口徒歩1分,050-6879-5347,12:00～LAST(受付：11:30～翌2:30)
Emini〜エミニ〜,荻窪駅西口2出口,東京都杉並区上荻1-15-13,,,https://www.esthe-ranking.jp/ogikubo/shop-detail/ffafe356-c0a3-48e3-849c-a2f4d0123411/,https://emini.esteweb.com/,荻窪駅西口2出口徒歩1分,090-6294-9364,12:00～翌 03:00
フルール,荻窪駅南口,荻窪駅,,,https://www.esthe-ranking.jp/ogikubo/shop-detail/1246229e-b663-4e0b-acc6-e47b58b8da71/,http://fleur.japan-esthe.work/,荻窪駅南口徒歩2分,070-1343-8008,12:00～翌 02:00
桜（サクラ）,荻窪駅北口,"35.70546806389672, 139.62052898478225",35.70546806389672,139.62052898478225,https://www.esthe-ranking.jp/ogikubo/shop-detail/858e281a-b2e7-4c86-b8ed-766b8c0823f9/,https://hi-msg.com/sakura-0994/,ご予約の上、荻窪駅北口の近くに着いたら一度お知らせください。,090-8412-8397,11:00～翌 02:00
夜来香（やらいこう）,西荻窪駅北口,東京都杉並区西荻北３丁目１７−３,,,https://www.esthe-ranking.jp/ogikubo/shop-detail/2c12cc65-4393-424f-97f9-70e647e5017f/,http://tuberoser.sh-jsc.tokyo/,西荻窪駅北口徒歩1分,080-4368-1419,12:00～翌 03:00
Love Honey（ラブハニー）,西荻窪駅南口,東京都杉並区西荻南3-8,,,https://www.esthe-ranking.jp/ogikubo/shop-detail/32375f4a-8f9f-4940-84e5-24f8f7558864/,http://lovehoney.sh-vxf.tokyo/,西荻窪駅南口徒歩2分,080-6831-6222,11:30～LAST
可愛い猫（かわいいねこ）,阿佐ヶ谷駅南口,東京都杉並区阿佐谷南３丁目３７−１３,,,https://www.esthe-ranking.jp/ogikubo/shop-detail/ecb63bf7-ea4a-4d92-91d2-bcc35344eba4/,http://kadmm.sh-dlq.tokyo/,ここに着きましたら、お電話ください。,070-3964-1662,12:00～翌 03:00
癒し姫,阿佐ヶ谷駅南口,阿佐ヶ谷駅,,,https://www.esthe-ranking.jp/ogikubo/shop-detail/f56f026e-5d67-4888-b160-1f4a14ae4b57/,https://iyasi-hime.navi.mn/,阿佐ヶ谷駅南口徒歩1分,080-8494-0546,12:00～翌 02:00
Mistuki～見月～,荻窪駅西口,荻窪駅,,,https://www.esthe-ranking.jp/ogikubo/shop-detail/10a6587c-7ec1-4893-92c3-2fbc35195204/,http://mitsuki-relax.este88.com/,荻窪駅西口徒歩3分,090-5647-2643,12:00～翌 03:00
baby 楽園,阿佐ヶ谷駅北口,"35.705232064678476, 139.63920536571436",35.705232064678476,139.63920536571436,https://www.esthe-ranking.jp/ogikubo/shop-detail/0d96fbc3-abc3-47c1-9860-47b70ae10fba/,https://whitemink10.sakura.ne.jp/azuogu/index.html,阿佐ヶ谷駅北口徒歩2分,080-2460-6741,11:00～翌 02:00
ミルクティー,荻窪駅南口,東京都杉並区荻窪５丁目３１−７,,,https://www.esthe-ranking.jp/ogikubo/shop-detail/5ee3725a-186c-4c62-a98b-be4d0ae00b1f/,http://nac.sh-1.aiohrr.tokyo/,荻窪駅南口に着きましたらお電話ください,070-8587-2430,24時間営業
アキ,荻窪駅北口,"35.705579402546235, 139.62019901267237",35.705579402546235,139.62019901267237,https://www.esthe-ranking.jp/ogikubo/shop-detail/d5610e9c-677d-4dd9-b429-d1d1418c3a05/,https://www.aki.maesjp.com/,荻窪駅北口徒歩2分,080-6929-9888,24時間営業
もえ娘,荻窪駅西口,荻窪駅,,,https://www.esthe-ranking.jp/ogikubo/shop-detail/0c93dad9-26c0-468d-8fb0-28f6233ce132/,http://moemusume.este88.com/,荻窪駅西口から徒歩3分、荻窪駅西口着いたら、お電話ください、スタッフより詳しく案内致します。,090-7649-2247,12:00～翌 03:00
東桜（ひがしさくら）,阿佐ヶ谷駅北口,"35.70764340654176, 139.6362337627127",35.70764340654176,139.6362337627127,https://www.esthe-ranking.jp/ogikubo/shop-detail/39033689-585e-4daa-9f8c-d0b2835dc1c6/,http://beauty-est.tokyo/,阿佐ヶ谷駅北口徒歩3分,070-9200-6160,13:00～LAST
会いたい,西荻窪駅,西荻窪駅,,,https://www.esthe-ranking.jp/ogikubo/shop-detail/1be45f7d-12b8-4bc0-9728-554a8d5ac00d/,https://www.relaxsalon.xyz/aitai/,アクセス欄に住所あり,050-6881-3033,11:00～翌 02:00
Grace,荻窪駅北口,東京都杉並区上荻１丁目５−３,,,https://www.esthe-ranking.jp/ogikubo/shop-detail/5ae800a9-034f-4ebb-a348-229ddc1febb1/,http://grace-ogikubo.link/,荻窪駅北口徒歩1分,03-6915-1963,12:00～LAST
ショコラ,荻窪駅西口,荻窪駅,,,https://www.esthe-ranking.jp/ogikubo/shop-detail/ffffb72a-ebe6-47d6-b054-e97200fcc8da/,http://es-chocolat.xyz/,荻窪駅西口徒歩0分,03-6276-9979,13:00～LAST
白い恋人,西荻窪駅,西荻窪駅,,,https://www.esthe-ranking.jp/ogikubo/shop-detail/a2033cd5-c4e2-4f3b-8d6d-2bc26a88eef2/,http://ecsuy.mensrelax.net/,アクセス欄に住所あり,050-6882-2264,11:00～翌 02:00
ワクワク,荻窪駅南口,荻窪駅,,,https://www.esthe-ranking.jp/ogikubo/shop-detail/408dc84c-507f-4b45-94a8-97688c860332/,http://wakuwaku.este88.com/,荻窪駅に着きましたら、ご連絡ください。スタッフより詳しく案内致します。,070-1225-6720,11:00～LAST
キュートスイート,西荻窪駅南口,東京都杉並区西荻南3-14-11,,,https://www.esthe-ranking.jp/ogikubo/shop-detail/276531dc-e138-4f4c-9745-03448a13444a/,https://cutesweet.work/,２、正面に横断歩道がございますので、渡っていただき、線路沿いに真っ直ぐ20秒くらい歩いていただきますと、右手に当店の看板がございます。,03-6794-7678,13:00～LAST
ローズマリー,西荻窪駅北口,東京都杉並区西荻北２丁目３−１,,,https://www.esthe-ranking.jp/ogikubo/shop-detail/fd9928ea-6b80-4b3f-9cc1-8f8f345c366b/,https://rosemary.est-u.com/,西荻窪駅北口徒歩1分,080-6196-9838,12:00～翌 03:00
癒楽（ユラク）,阿佐ヶ谷駅北口,"35.70514923735721, 139.6353505899755",35.70514923735721,139.6353505899755,https://www.esthe-ranking.jp/ogikubo/shop-detail/c5f5eae5-8970-46e9-a361-89f755f34d29/,http://lover.ebb.jp/,阿佐ヶ谷駅北口徒歩30秒,090-8107-0397,12:00～LAST
ピュア,荻窪駅北口5分,東京都,,,https://www.esthe-ranking.jp/ogikubo/shop-detail/0d290f6b-bba8-42a0-a885-5d1ae099a6ee/,http://sh-ogikubopure.xyz/,アクセス欄に住所あり,090-3074-2389,12:00～LAST
癒心堂（ユシンドウ）,西荻窪駅北口,東京・杉並区西荻北 リラクゼーションエステ「癒心堂（ユシンドウ）」,,,https://www.esthe-ranking.jp/ogikubo/shop-detail/c767ed4e-72a9-4b52-aa19-efe318915a44/,https://miwaku.work/,西荻窪駅北口徒歩1分,03-6454-7611,12:00～LAST
FULA FULA,荻窪駅,東京都,,,https://www.esthe-ranking.jp/ogikubo/shop-detail/eb5306fa-9219-4d13-b164-d5c4a0661cca/,http://ogigigikubo.xyz/,荻窪駅から徒歩3分 メンズエステ【FULAFULA】です。,080-8499-9191,12:00～翌 03:00
楠木（クスノキ）,西荻窪駅南口,東京都,,,https://www.esthe-ranking.jp/ogikubo/shop-detail/e8f4ddfe-132d-475d-b054-8aba91a35fe3/,https://tkoi.work/,西荻窪駅南口徒歩1分,03-3331-3511,12:00～翌 03:00
SPA ONLY ONE,荻窪駅北口,東京都,,,https://www.esthe-ranking.jp/ogikubo/shop-detail/f77634bd-a9a5-4609-a963-fc20f9d5f463/,https://spa-only-one.jpn.mn/,荻窪駅北口徒歩1分,050-1383-9143,13:00～LAST
kokoro（こころ）,荻窪駅南口,東京都,,,https://www.esthe-ranking.jp/ogikubo/shop-detail/5be662d5-7c70-4240-9e03-5a2cf54bb579/,https://kokoro.tyo.cm/,荻窪駅南口徒歩30秒,080-5084-0568,12:00～LAST
ラキュア,荻窪駅南口,東京都,,,https://www.esthe-ranking.jp/ogikubo/shop-detail/658a2588-7393-4362-98df-d4685bd7edb7/,http://lacure.oks.bz/,荻窪駅南口徒歩1分,03-6279-9623,13:00～LAST
Ｅ感じ,新高円寺駅,"35.69763082667406, 139.64827257729797",35.69763082667406,139.64827257729797,https://www.esthe-ranking.jp/nakano/shop-detail/6aeaf23e-15c8-4ed1-8350-ac434040680a/,https://ii-kanji.net/,アクセス欄に緯度経度と住所あり,090-5188-7451,12:00～翌 04:00(受付：10:00～)
秘密の時間,高円寺駅北口,"35.70713458827897, 139.65082316786808",35.70713458827897,139.65082316786808,https://www.esthe-ranking.jp/nakano/shop-detail/c73d3c0f-2069-447f-ad28-22b04ac80c67/,http://secret-time.est.sale/,高円寺駅北口徒歩3分,090-6256-4412,12:00～翌 02:00
ヨツンタイ,高円寺駅南口,高円寺駅,,,https://www.esthe-ranking.jp/nakano/shop-detail/b5c12e9e-11e0-4d0a-a594-b08fdbf1e174/,http://junethailand.apa-esute.asia/,高円寺駅に着きましたら、ご連絡ください。,090-3622-1379,12:00～翌 02:00
マシュマロ美少女,中野駅北口,東京都中野区中野５丁目６８−５,,,https://www.esthe-ranking.jp/nakano/shop-detail/2fe0bc7f-b3f6-43bb-9dfb-2e7ffeb82c48/,https://whitemink10.sakura.ne.jp/nakano1/,上記の案内マップでの「ドン・キホーテ」に着きましたら、お電話ください。当店のスタッフがご案内させて頂きます。,050-6878-6867,12:00～翌 02:00
秘密の恋人,中野駅南口,東京都中野区中野3丁目38-11,,,https://www.esthe-ranking.jp/nakano/shop-detail/b2c16896-be8d-4b35-8f93-aef5a618452a/,https://hi-msg.com/himitu-koibito752/,『5151川鍋電気』の近くに着いたら一度お知らせください。,080-2893-4968,12:00～LAST
Selene（セレーネ）,東中野駅東口,東京都中野区東中野4-9-1,,,https://www.esthe-ranking.jp/nakano/shop-detail/1815cca3-c68d-483b-afcc-56048ac186c6/,http://www.es-selene.link/,東中野駅東口徒歩1分,03-5937-5156,12:00～翌 04:00
ドキドキ,高円寺駅南口,東京都杉並区高円寺南３丁目５８−２９,,,https://www.esthe-ranking.jp/nakano/shop-detail/e9ba4b1b-15c3-4ae3-8b4b-245bd29c3659/,https://doki.pretty-girl.work/,高円寺駅南口徒歩2分,080-5644-5566,12:00～翌 03:00
LOVEの夜,方南町駅2番出口,"35.68318564842968, 139.65820302214428",35.68318564842968,139.65820302214428,https://www.esthe-ranking.jp/nakano/shop-detail/6ee35553-1118-44c1-92fb-f0df122dc8bf/,https://lovenight.mensest.work/,方南町駅2番出口徒歩1分,080-7807-3074,12:00～LAST
ひまわり,東中野駅,"35.70749387035421, 139.68251709543688",35.70749387035421,139.68251709543688,https://www.esthe-ranking.jp/nakano/shop-detail/3a17a8a3-562e-4965-8b60-cc9681de59c3/,http://www.himawari.esraku.com/,東中野駅徒歩2分,090-7833-9275,11:00～LAST
ヒカリ,中野駅南口,東京都中野区中野２丁目２８−１,,,https://www.esthe-ranking.jp/nakano/shop-detail/4af62a86-4d6a-458b-93dd-40ab8e491592/,https://www.playa.work/,中野駅南口から徒歩3分の高級リラクゼーション「ヒカリ」。落ち着いた完全個室のプライベート空間で、容姿端麗なセラピストが極上のアロママッサージをご提供します。毎日頑張る紳士の皆様へ、日常の疲れを解きほぐす至福の癒やしをお約束。甘く幸せなひとときをお過ごしくださいませ,070-1443-4759,12:00～LAST
夢気分,中野坂上駅3番出口,"35.69742885966378, 139.6803750792516",35.69742885966378,139.6803750792516,https://www.esthe-ranking.jp/nakano/shop-detail/97795b78-21f3-471e-a1e7-361ae2c8f002/,http://massage-aroma.red/,以上案内マップの地点に着きましたら、お電話ください,070-7537-1888,12:00～LAST
ふわふわ,中野駅北口,"35.70877986635348, 139.6669363865485",35.70877986635348,139.6669363865485,https://www.esthe-ranking.jp/nakano/shop-detail/8e46f955-b791-46e8-a165-97c4eb99f89e/,https://fuwafuwa.iest.in/,中野駅北口徒歩3分,03-6454-0105,11:00～翌 03:00
森,中野駅南口,"35.70422272058122, 139.66445516470142",35.70422272058122,139.66445516470142,https://www.esthe-ranking.jp/nakano/shop-detail/a1eb668b-1e8d-4fe8-9e8e-b9f1aea58f0d/,http://mori.menzu-dui.sbs/,中野駅南口徒歩2分,070-5410-6999,11:00～LAST
猫娘,高円寺駅南口,"35.70349565805714, 139.64787958468312",35.70349565805714,139.64787958468312,https://www.esthe-ranking.jp/nakano/shop-detail/fb42cb2e-0c73-4d20-9181-bfd43823a831/,http://www.nekomusume.relax-hp.com/,【西友高円寺店】の付近に着いたら、お電話ください。,070-4351-8651,12:00～翌 02:00
大人のspa,東中野駅西口,"35.70663427225003, 139.68374734108554",35.70663427225003,139.68374734108554,https://www.esthe-ranking.jp/nakano/shop-detail/dd66af00-168f-4a58-bef7-4383dd0e7195/,https://otonaspa.goaroma.xyz/,アクセス欄に緯度経度と住所あり,080-6627-0269,12:00～LAST
Belle（ベル）,新高円寺駅,"35.69905194753905, 139.64741630592823",35.69905194753905,139.64741630592823,https://www.esthe-ranking.jp/nakano/shop-detail/fb16abd0-1ced-4d46-8932-099c3cd01c02/,https://belle-salon.net/,アクセス欄に緯度経度と住所あり,070-5309-7504,12:00～LAST
Merci,東高円寺駅,東京都杉並区高円寺南１丁目６−６,,,https://www.esthe-ranking.jp/nakano/shop-detail/4b0b3b47-f6e8-41ce-8856-e780609cec02/,http://www.relaxation-hana.xyz/,東高円寺駅徒歩2分,080-4858-8868,12:00～24:00
Cute（キュート）,方南町駅2番出口,東京都杉並区方南２丁目１２-26,,,https://www.esthe-ranking.jp/nakano/shop-detail/ffbc0f26-3cca-47e2-b40e-504e4881604d/,http://www.ccute.work/,方南町駅2番出口徒歩1分,070-2371-7959,12:00～LAST
水中花,中野坂上駅A1出口,"35.69743215124005, 139.68409557163258",35.69743215124005,139.68409557163258,https://www.esthe-ranking.jp/nakano/shop-detail/028d7912-69f9-4b9b-8dee-5c741db92107/,http://suityuka.este88.com/,中野坂上駅A1出口徒歩1分,080-3474-6668,14:00～翌 02:00
フローラ,高円寺駅南口,"35.70449189544977, 139.64937421564946",35.70449189544977,139.64937421564946,https://www.esthe-ranking.jp/nakano/shop-detail/d9f4fc6d-c3e2-4bb8-9a87-b8ad7836f213/,https://es-cupid.work/,高円寺駅南口徒歩1分,03-6383-2580,12:00～翌 05:00
S・アロマ,中野駅北口,東京都中野区中野5-32-11,,,https://www.esthe-ranking.jp/nakano/shop-detail/3fdc720b-9611-4cbd-8fee-4fa3491978c0/,http://www.es-sanken.link/,中野駅北口徒歩1分,050-1166-6568,11:00～翌 05:00
夜来香,中野駅南口,東京都,,,https://www.esthe-ranking.jp/nakano/shop-detail/83acceaf-51a8-4ff2-82bd-73a542ef056b/,http://www.come0.work/,中野駅南口徒歩4分,080-7966-0591,24時間営業
優心,高円寺駅北口,東京都,,,https://www.esthe-ranking.jp/nakano/shop-detail/62d10a49-27f7-48e4-81fd-8bff61a54f5f/,https://yushin.relaxesute.com/,高円寺駅北口徒歩1分,070-8486-1753,12:00～翌 03:00
SAIGON Sakura,中野駅北口,東京都,,,https://www.esthe-ranking.jp/nakano/shop-detail/a54db33d-98e4-4f1b-810a-65cb7f44d963/,https://aromas-room.com/,中野駅北口徒歩3分,090-9806-6677,11:00～24:30
Franc Tulle（フランチュール）,中野駅,東京都,,,https://www.esthe-ranking.jp/nakano/shop-detail/3b11782e-6d1e-49d3-9459-932fb546596f/,https://franc-t.relaxjp.com/,中野駅徒歩3分,090-7156-8309,12:00～LAST
Green,高円寺駅南口,東京都,,,https://www.esthe-ranking.jp/nakano/shop-detail/5297e33c-aece-415c-bb5c-cb1e3e2fd454/,https://green.pretty-girl.work/,高円寺駅南口徒歩3分,080-2993-4030,12:00～翌 03:00
油雅,高円寺駅北口,東京都,,,https://www.esthe-ranking.jp/nakano/shop-detail/55c28d33-f56f-4bc7-99e1-03ab1d294eef/,https://yoga-kej.work/,アクセス欄に住所あり,080-6229-9232,11:00～24:00
優,東中野駅西口,東京都,,,https://www.esthe-ranking.jp/nakano/shop-detail/cda99710-15c0-4699-afb2-b5e51014d80c/,https://yuu.es-the.xyz/,東中野駅西口徒歩1分,070-4447-0065,12:00～翌 02:00
ピュアハート,高円寺駅北口,東京都,,,https://www.esthe-ranking.jp/nakano/shop-detail/acc26bec-6909-4b89-8a4a-53408c26f9cf/,http://e-mira.net/,高円寺駅北口徒歩1分,03-5356-6050,12:00～LAST
Léa（レア）,高田馬場駅,東京都新宿区高田馬場１丁目２９−６,,,https://www.esthe-ranking.jp/okubo/shop-detail/3160c017-ae3b-4d5f-a776-ebcebd2381ba/,https://est-lea.com/,高田馬場駅徒歩2分,070-8946-6699,11:00～翌 02:00
Lafuel（ラフィエル）,新大久保駅,新宿区大久保1－17－3,,,https://www.esthe-ranking.jp/okubo/shop-detail/c5309e65-7445-47b6-9408-aad32d48c53d/,http://xn--vckg5a8c1cydzc9c.biz/,新大久保駅徒歩7分,03-6205-9523,24時間営業
風雅堂（ふうがどう）,高田馬場駅早稲田口,東京都新宿区高田馬場3丁目1-5,,,https://www.esthe-ranking.jp/okubo/shop-detail/358f1f0d-4002-4ed0-8391-b0b547ff9bdd/,http://www.kity.work/,高田馬場駅早稲田口徒歩2分,080-5795-3260,12:00～LAST
さくら,新大久保駅,"35.701993132403985, 139.69975975214896",35.701993132403985,139.69975975214896,https://www.esthe-ranking.jp/okubo/shop-detail/b6f9e29c-23c7-4e27-b63c-035b0f04d6ef/,http://xn--vckg5a9gugx77pgi4bmma.net/,アクセス欄に緯度経度と住所あり,080-8119-5202,24時間営業
高田馬場ベトナム式マッサージ ハノイちゃん,高田馬場駅早稲田口,東京都新宿区高田馬場3-4-18,,,https://www.esthe-ranking.jp/okubo/shop-detail/d660e7ee-830a-4a14-bd24-cf1157ecc4bf/,https://hanoichan.com/,高田馬場駅早稲田口徒歩2分,050-3490-2220,24時間営業
