"店舗名","最寄駅","掲載URL","公式HP","取得先URL","HTTP","地図数","判定","理由","地図ラベル","緯度","経度","駅緯度","駅経度","駅からの距離m"
"Carel","千歳烏山駅3分","https://www.esthe-ranking.jp/chofu/shop-detail/19187a83-c1a2-4243-adbd-20765b00134b/","http://carelrelax.online/","http://carelrelax.online/","200","0","hold","座標候補なし","","","","","",""
"パルム","千歳烏山駅","https://www.esthe-ranking.jp/chofu/shop-detail/23a0070d-833c-4e76-9499-dac701606eba/","http://palmest.xyz/","http://palmest.xyz/","200","1","hold","地図ラベルなし","","","","","",""
"ほぼ100%","千歳烏山駅北口","https://www.esthe-ranking.jp/chofu/shop-detail/31a35c57-2b21-47aa-808c-4c6197b3dc3e/","https://hobo100per.jpn.vin/","https://hobo100per.jpn.vin/","200","0","hold","座標候補なし","","","","","",""
"桜（サクラ）","千歳烏山駅南口","https://www.esthe-ranking.jp/chofu/shop-detail/c1a105f6-0f3e-4280-8dcf-1a50e54573b2/","http://sakura.iyasi.me/","http://sakura.iyasi.me/","200","0","hold","座標候補なし","","","","","",""
"木にいる","千歳烏山駅","https://www.esthe-ranking.jp/chofu/shop-detail/123d5fe6-81b0-4ade-b1c9-cc2f834d0aac/","http://tree.sh-djn2.tokyo/","http://tree.sh-djn2.tokyo/","403","0","hold","座標候補なし","","","","","",""
"Sweet Time（スイーツタイム）","大森駅東口","https://www.esthe-ranking.jp/kamata/shop-detail/a3d3aac8-35c3-4ecf-bfa6-af4ff97e46ff/","http://heal-msg.com/","http://heal-msg.com/","200","0","hold","座標候補なし","","","","","",""
"キャンディーミルキー","大森駅東口","https://www.esthe-ranking.jp/kamata/shop-detail/9a478c32-dbb0-4177-bfc9-838fde54e747/","http://1.healingmagical.com/","http://1.healingmagical.com/","200","0","hold","座標候補なし","","","","","",""
"チューリップ","大森駅東口","https://www.esthe-ranking.jp/kamata/shop-detail/039fc3b7-9967-4660-ba9e-ce3ce251de71/","https://himawari.esthe77.net/","https://himawari.esthe77.net/","200","0","hold","座標候補なし","","","","","",""
"ヒーリングマジカル","大森駅西口","https://www.esthe-ranking.jp/kamata/shop-detail/cd20eb8e-602e-40d0-999a-c6693b0d52d6/","http://www.healingmagical.com/","http://www.healingmagical.com/","200","0","hold","座標候補なし","","","","","",""
"小町","大森駅西口","https://www.esthe-ranking.jp/kamata/shop-detail/daf17c40-d245-4e1f-9adc-31eec1f8c9b4/","http://komachi.orakiki.com/","http://komachi.orakiki.com/","200","3","hold","経路地図または複数地点","","","","","",""
"Delicious girls","大塚駅","https://www.esthe-ranking.jp/otsuka/shop-detail/70a4271c-939c-411f-b2bc-bf67cdb728de/","http://deliciousgirls.m-es.net/","","0","0","hold","TimeoutError: The operation was aborted due to timeout","","","","","",""
"Feeling（フィーリング）","大塚駅北口","https://www.esthe-ranking.jp/otsuka/shop-detail/f101a2df-c0d5-4e23-adf8-dccfdfa3be1d/","https://www.parm.work/","https://www.parm.work/","200","0","hold","座標候補なし","","","","","",""
"ココア","大塚駅南口","https://www.esthe-ranking.jp/otsuka/shop-detail/66523e9c-c0fe-4496-b6d3-fbde09544e09/","http://www.cocoa-esthe.com/","http://www.cocoa-esthe.com/","200","0","hold","座標候補なし","","","","","",""
"ピンクピンク","大塚駅南口3分","https://www.esthe-ranking.jp/otsuka/shop-detail/571225e0-6871-4345-a864-ec8f01483b3d/","https://pink-otsuka.xyz/","https://pink-otsuka.xyz/","200","0","hold","座標候補なし","","","","","",""
"秋の実","大塚駅北口","https://www.esthe-ranking.jp/otsuka/shop-detail/1ceeba4e-45cf-4cd1-bd6d-c321573d71d6/","https://mizuki.estjp.info/","https://mizuki.estjp.info/","200","0","hold","座標候補なし","","","","","",""
"もっこり整体","町田駅北口","https://www.esthe-ranking.jp/machida/shop-detail/69350424-4383-42e2-b82c-3f88d7c72842/","http://mokori.este88.com/","http://mokori.este88.com/","200","0","hold","座標候補なし","","","","","",""
"可愛いGIRL","町田駅","https://www.esthe-ranking.jp/machida/shop-detail/fe9e7ced-a8aa-4d4a-bdbc-707c6d0547b8/","http://sakura-relaax.xyz/ruana.work/","http://sakura-relaax.xyz/ruana.work/","200","0","hold","座標候補なし","","","","","",""
"花音（かのん）","町田駅","https://www.esthe-ranking.jp/machida/shop-detail/fe8cf92b-3d97-49db-8fc1-965706d2c268/","https://kanon.iest.in/","https://kanon.iest.in/","200","1","hold","座標候補なし","","","","","",""
"春の夜","町田駅","https://www.esthe-ranking.jp/machida/shop-detail/7b2db397-861f-40bd-a06c-f8a527de4771/","http://machidahimsg.xyz/","http://machidahimsg.xyz/","200","0","hold","座標候補なし","","","","","",""
"整う夜3&5","町田駅北口","https://www.esthe-ranking.jp/machida/shop-detail/bb781883-46be-4a1e-8b75-9a3966335a2b/","http://nop35.este88.com/","http://nop35.este88.com/","200","1","hold","地図ラベルなし","","","","","",""
"cocoa（ココア）","武蔵小金井駅南口","https://www.esthe-ranking.jp/kichijoji/shop-detail/e58effd7-5a24-4129-b58f-a1f322fdef2c/","http://cocoa.menzu-apo.sbs/","http://cocoa.menzu-apo.sbs/","403","0","hold","座標候補なし","","","","","",""
"そら","武蔵小金井駅北口","https://www.esthe-ranking.jp/kichijoji/shop-detail/b7868afd-6983-48d7-aa15-8f1d7f5efa18/","http://www.sora.esjp.info/","http://www.sora.esjp.info/","200","1","hold","地図ラベルなし","","","","","",""
"甘い誘惑","武蔵小金井駅","https://www.esthe-ranking.jp/kichijoji/shop-detail/24a6d4d9-33ec-44dd-8bca-91159978dff3/","http://sweet-temptation.menzu-jdi.sbs/","http://sweet-temptation.menzu-jdi.sbs/","403","0","hold","座標候補なし","","","","","",""
"女神の部屋","武蔵小金井駅北口","https://www.esthe-ranking.jp/kichijoji/shop-detail/75d0dba8-ff0b-4f9a-9d27-79794683eb98/","https://hi-msg.com/megami-634/","https://hi-msg.com/megami-634/","200","0","hold","座標候補なし","","","","","",""
"夜の誘惑","武蔵小金井駅南口","https://www.esthe-ranking.jp/kichijoji/shop-detail/aa01a854-a41b-439f-82c4-116c3ca6b2c0/","https://hi-msg.com/yoru-6345521/","https://hi-msg.com/yoru-6345521/","200","0","hold","座標候補なし","","","","","",""
"エデンの園","保谷駅南口","https://www.esthe-ranking.jp/nishitokyo/shop-detail/e48d2c69-8bbf-42cc-80ab-5390e020ecd3/","http://e-hoya.info/","http://e-hoya.info/","200","0","hold","座標候補なし","","","","","",""
"ローズSPA","保谷駅南口","https://www.esthe-ranking.jp/nishitokyo/shop-detail/ef681adb-d8fb-446e-9025-ebc8fc584ab3/","https://rosespa.1esthe.com/","https://rosespa.1esthe.com/","200","1","hold","地図ラベルなし","","","","","",""
"健康園（けんこうえん）","保谷駅","https://www.esthe-ranking.jp/nishitokyo/shop-detail/2a934c67-4450-4a60-a6d6-9b4c9f10cc37/","http://sh-jky.rfdw.xyz/","http://sh-jky.rfdw.xyz/","403","0","hold","座標候補なし","","","","","",""
"保谷癒しリラクゼーション","保谷駅南口","https://www.esthe-ranking.jp/nishitokyo/shop-detail/c913d0b7-4c70-43c9-bc2d-9b66bdd41ed0/","https://hyiyasi.m-es.net/","","0","0","hold","TimeoutError: The operation was aborted due to timeout","","","","","",""
"夢の家","保谷駅南口","https://www.esthe-ranking.jp/nishitokyo/shop-detail/4f09546b-f309-4af8-bc23-c855cc8f469b/","https://yumenoie.1esthe.com/","https://yumenoie.1esthe.com/","200","0","hold","座標候補なし","","","","","",""
"Honey Angel","秋葉原駅昭和通り口","https://www.esthe-ranking.jp/akihabara/shop-detail/bf3cf23f-5905-4869-8e0d-3fe9d3f90761/","https://honeyangel-akhbr.tyo.cm/","https://honeyangel-akhbr.tyo.cm/","200","2","hold","地図ラベルなし","","","","","",""
"ベトナムの女神","秋葉原駅","https://www.esthe-ranking.jp/akihabara/shop-detail/726b9b83-fe93-4351-9157-ca1683c88e0c/","https://betonamu-megami.iest.in/","https://betonamu-megami.iest.in/","200","1","hold","座標候補なし","","","","","",""
"ルビー","秋葉原駅昭和通り口","https://www.esthe-ranking.jp/akihabara/shop-detail/481ab295-fc2f-4f65-be52-fe582110ea1b/","http://rubi.sh-khk.tokyo/","http://rubi.sh-khk.tokyo/","200","2","hold","地図ラベルなし","","","","","",""
"愛","秋葉原駅昭和通り口","https://www.esthe-ranking.jp/akihabara/shop-detail/ff1d65ec-da27-4583-8587-902f4342e9c2/","https://ai-akiba.tokyo/akiba/","https://ai-akiba.tokyo/akiba/","200","0","hold","座標候補なし","","","","","",""
"リラクシア","赤羽駅","https://www.esthe-ranking.jp/akabane/shop-detail/64bb167d-3a18-4e8f-95a8-2f42680145b2/","http://relaxiaest.xyz/","https://relaxiaest.xyz/","200","0","hold","座標候補なし","","","","","",""
"ワラーリー","赤羽駅東口","https://www.esthe-ranking.jp/akabane/shop-detail/77e76b20-3a15-40cd-974c-a03d3f6cd7df/","http://wararee.thainuad.com/","http://wararee.thainuad.com/","200","0","hold","座標候補なし","","","","","",""
"愛（あい）","赤羽駅東口","https://www.esthe-ranking.jp/akabane/shop-detail/dcf9ab22-7d14-4071-8afb-a5faa55b9dd3/","http://www.es-okoi.link/","http://www.es-okoi.link/","200","0","hold","座標候補なし","","","","","",""
"百合","赤羽駅東口5分","https://www.esthe-ranking.jp/akabane/shop-detail/de5e5e22-40aa-47ce-bdc8-aba736c7f787/","https://laku-laku.iest.in/","https://laku-laku.iest.in/","200","1","hold","座標候補なし","","","","","",""
"Angel baby","巣鴨駅","https://www.esthe-ranking.jp/otsuka/shop-detail/1bb05dd2-c1dc-45ad-8ec3-0ed9cf1b7262/","https://angel-babyspa.navi.mn/","https://angel-babyspa.navi.mn/","200","0","hold","座標候補なし","","","","","",""
"HAPPY GIRLS","巣鴨駅","https://www.esthe-ranking.jp/otsuka/shop-detail/a087788b-1d84-4cb4-9922-6c3d4bb6df74/","http://sexygirl.sh-fqw.tokyo/?about_8/","http://sexygirl.sh-fqw.tokyo/?about_8/","200","1","hold","地図ラベルなし","","","","","",""
"女の子の香り","巣鴨駅南口","https://www.esthe-ranking.jp/otsuka/shop-detail/4a5133a4-39cc-4a34-b78f-591722725084/","https://whitemink10.sakura.ne.jp/san/112/index","https://whitemink10.sakura.ne.jp/san/112/index","200","1","hold","座標候補なし","","","","","",""
"桃姫","巣鴨駅南口","https://www.esthe-ranking.jp/otsuka/shop-detail/daaa49ef-c446-45d1-8de8-cfc2ac0c2da4/","https://whitemink10.sakura.ne.jp/sugamo-2024/","https://whitemink10.sakura.ne.jp/sugamo-2024/","200","1","hold","座標候補なし","","","","","",""
"COCORO（こころ）","大久保駅北口","https://www.esthe-ranking.jp/okubo/shop-detail/44e4d76d-9df1-45e7-b68b-3caf7f2973a7/","https://www.cocoro556.in/","","0","0","hold","TypeError: fetch failed","","","","","",""
"ケタワ","大久保駅北口","https://www.esthe-ranking.jp/okubo/shop-detail/919666cb-75ce-4c21-9ccc-5dad80cbc061/","https://www.ketawa-massage.com/","https://www.ketawa-massage.com/","200","0","hold","座標候補なし","","","","","",""
"百合","大久保駅北口","https://www.esthe-ranking.jp/okubo/shop-detail/7817da73-4823-4ec9-955c-4ebfc211c0a6/","https://gogonoheya.ies.fun/","https://gogonoheya.ies.fun/","200","0","hold","座標候補なし","","","","","",""
"蘭～RAN～","大久保駅","https://www.esthe-ranking.jp/okubo/shop-detail/286808dd-aabb-47c7-96da-7d084d798e23/","https://ran.est-relax.com/","https://ran.est-relax.com/","200","2","hold","地図ラベルなし","","","","","",""
"Cz-Girls","調布駅","https://www.esthe-ranking.jp/chofu/shop-detail/4b949fa4-800a-4bd0-b95a-54a5fccede6c/","https://cz-girls.click/","https://cz-girls.click/","200","0","hold","座標候補なし","","","","","",""
"Prunus（プルヌス）","調布駅","https://www.esthe-ranking.jp/chofu/shop-detail/4ede02ce-4f2f-477d-bf77-65e2c7c00ee2/","https://prunus-ch.click/","https://prunus-ch.click/","200","0","hold","座標候補なし","","","","","",""
"台湾ハニー","調布駅中央口","https://www.esthe-ranking.jp/chofu/shop-detail/e97f74fe-78ae-4553-a273-413fdc64bdbf/","http://www.honey.aromanv.com/","http://www.honey.aromanv.com/","200","2","hold","地図ラベルなし","","","","","",""
"日がのぼる","調布駅","https://www.esthe-ranking.jp/chofu/shop-detail/5074d6f0-133b-45ac-b44b-cc2600865ecc/","https://ls452.click/","https://ls452.click/","200","0","hold","座標候補なし","","","","","",""
"サイフォン","日暮里駅東口","https://www.esthe-ranking.jp/nippori/shop-detail/edfc5518-78aa-4f96-a101-5bf532e1a57e/","https://saifon-thaimassage.jp/","https://saifon-thaimassage.jp/","200","1","hold","地図ラベルなし","","","","","",""
"ソフィア","日暮里駅東口・南口","https://www.esthe-ranking.jp/nippori/shop-detail/2b50b1b7-2ed4-4edb-9563-64faef6fd90d/","https://www.sofia-est.com/","","0","0","hold","TypeError: fetch failed","","","","","",""
"ルビ～Ruby","日暮里駅東口","https://www.esthe-ranking.jp/nippori/shop-detail/77bd6935-db7c-45bb-beaa-cbe8b9318821/","http://ruby.korea-girl.work/","http://ruby.korea-girl.work/","200","0","hold","座標候補なし","","","","","",""
"雪いちご","日暮里駅","https://www.esthe-ranking.jp/nippori/shop-detail/8304539d-7b40-4bf1-9ce9-c800788154e6/","https://snow-powder.navi.mn/","https://snow-powder.navi.mn/","200","1","hold","地図ラベルなし","","","","","",""
"キュート","北千住駅東口2分","https://www.esthe-ranking.jp/kameari/shop-detail/6b10a683-5c93-45d3-be24-7b468f0c3dd7/","https://estbest.info/","https://estbest.info/","200","0","hold","座標候補なし","","","","","",""
"きらら","北千住駅西口","https://www.esthe-ranking.jp/kameari/shop-detail/15c4a431-2efd-4d98-96bf-fb6e92a097ab/","https://yoka-senjyu-black.navi.mn/","https://yoka-senjyu-black.navi.mn/","200","1","hold","地図ラベルなし","","","","","",""
"天使","北千住駅東口","https://www.esthe-ranking.jp/kameari/shop-detail/3127c29a-a097-4190-99f2-349400064a5f/","https://angels.iest.in/","https://angels.iest.in/","200","0","hold","座標候補なし","","","","","",""
"悠楽苑（ゆうらくえん）","北千住駅千住警察方面1番口","https://www.esthe-ranking.jp/kameari/shop-detail/46f7975c-f904-47ca-9592-b0a97f663b54/","http://ms-mens.com/","http://ms-mens.com/","200","0","hold","座標候補なし","","","","","",""
"Victoria（ビクトリア）","目黒駅東口","https://www.esthe-ranking.jp/meguro/shop-detail/caeb6285-3601-4f18-b6c6-51636bf6f363/","https://victoria.tyo.cm/","https://victoria.tyo.cm/","200","0","hold","座標候補なし","","","","","",""
"バベル","目黒駅東口","https://www.esthe-ranking.jp/meguro/shop-detail/3c2b8e55-292c-4a62-b88f-98e503c78b76/","http://meguro-babel.com/","http://meguro-babel.com/","200","0","hold","座標候補なし","","","","","",""
"楽園","目黒駅","https://www.esthe-ranking.jp/meguro/shop-detail/2f689204-1c30-4f0c-92c9-d68dc8e2c781/","https://sayuri.mensest.work/","https://sayuri.mensest.work/","200","1","hold","地図ラベルなし","","","","","",""
"元気もりもり","目黒駅東口","https://www.esthe-ranking.jp/meguro/shop-detail/c03a65e2-5a5e-4cd5-a052-a8a67fab103e/","https://genkimorimori.fan.bz/","https://genkimorimori.fan.bz/","200","0","hold","座標候補なし","","","","","",""
"Cupid～キューピット～","立川駅","https://www.esthe-ranking.jp/tachikawa/shop-detail/ba9f8c59-8244-4a15-9f2c-a927e915173d/","https://cupid.est-relax.com/","https://cupid.est-relax.com/","200","2","hold","地図ラベルなし","","","","","",""
"Rosemary（ローズマリー）","立川駅南口","https://www.esthe-ranking.jp/tachikawa/shop-detail/ea4c326d-6050-44b8-84f3-d994892ffcf7/","http://rosemary.este88.com/","http://rosemary.este88.com/","200","0","hold","座標候補なし","","","","","",""
"セクシー娘","立川駅南口","https://www.esthe-ranking.jp/tachikawa/shop-detail/59b79c31-94bb-4a7b-bad2-4d6cf46e8676/","http://sexygirls.es-relax.info/","http://sexygirls.es-relax.info/","200","0","hold","座標候補なし","","","","","",""
"魅惑の姫","立川駅","https://www.esthe-ranking.jp/tachikawa/shop-detail/9837d877-6bce-4d41-b907-e628b919da38/","https://miwaku-hime.navi.mn/","https://miwaku-hime.navi.mn/","200","0","hold","座標候補なし","","","","","",""
"スマイル","練馬駅西口","https://www.esthe-ranking.jp/nerima/shop-detail/5e9d9dc7-dab1-48c5-91ed-3e2c8f638465/","http://www.seoul.esjp.info/","http://www.seoul.esjp.info/","200","0","hold","座標候補なし","","","","","",""
"バニラ","練馬駅西口","https://www.esthe-ranking.jp/nerima/shop-detail/bdcfbcd4-f956-4583-be31-44814ef11b0a/","http://miyako.sh-leiqio.tokyo/","http://miyako.sh-leiqio.tokyo/","200","1","hold","地図ラベルなし","","","","","",""
"ひまわり","練馬駅南口","https://www.esthe-ranking.jp/nerima/shop-detail/51b19c0a-3511-4557-99dd-ef456b885d20/","http://himawari.est-u.com/","http://himawari.est-u.com/","200","0","hold","座標候補なし","","","","","",""
"天使のSPA","練馬駅","https://www.esthe-ranking.jp/nerima/shop-detail/51b9cdf3-971d-4af2-95a4-760fec21cdaf/","https://tsnspa.est-relax.com/","https://tsnspa.est-relax.com/","200","0","hold","座標候補なし","","","","","",""
"サバイサバイ","下赤塚駅","https://www.esthe-ranking.jp/ooyama/shop-detail/e529b739-97ed-4ac4-a5b8-6a67569a351f/","https://sabaisabai-thaimassage.jp/","https://sabaisabai-thaimassage.jp/","200","2","hold","地図ラベルなし","","","","","",""
"ラベンダー","下赤塚駅北口","https://www.esthe-ranking.jp/ooyama/shop-detail/c6ac091d-554a-4c14-94f2-951cd8696471/","http://coconat.work/","http://coconat.work/","200","0","hold","座標候補なし","","","","","",""
"長久","下赤塚駅","https://www.esthe-ranking.jp/ooyama/shop-detail/45688dae-508d-4f7a-8e0e-8756d4b7a223/","http://c-sakura.work/","http://c-sakura.work/","200","0","hold","座標候補なし","","","","","",""
"Candy恋人","亀戸駅","https://www.esthe-ranking.jp/kameido/shop-detail/356ff2d2-9cf3-4c5d-810b-02b6a9fde498/","http://candykoi.space/","http://candykoi.space/","200","1","hold","地図ラベルなし","","","","","",""
"Honey（ハニー）","亀戸駅","https://www.esthe-ranking.jp/kameido/shop-detail/b84840ba-7349-498f-912a-8b5c250bceb7/","http://honey.m-es.net/","http://honey.m-es.net/","200","2","hold","経路地図または複数地点","","","","","",""
"バラです","亀戸駅北口","https://www.esthe-ranking.jp/kameido/shop-detail/efb56063-422f-42a0-b888-ff9dee3bc362/","https://baradesu.1esthe.com/","https://baradesu.1esthe.com/","200","1","hold","地図ラベルなし","","","","","",""
"Banzai（ばんざい）","吉祥寺駅","https://www.esthe-ranking.jp/kichijoji/shop-detail/785b12f9-08ee-436b-a85d-42e805db2b43/","https://thaibanzai-kichijoji.com/","https://thaibanzai-kichijoji.com/","200","1","hold","地図ラベルなし","","","","","",""
"愛の海","吉祥寺駅北口","https://www.esthe-ranking.jp/kichijoji/shop-detail/6c71b43e-e063-4e2e-b490-2289113cb7a3/","http://zeanfio.tokyo/","http://zeanfio.tokyo/","200","0","hold","座標候補なし","","","","","",""
"秘密の恋","吉祥寺駅","https://www.esthe-ranking.jp/kichijoji/shop-detail/97596ed7-8891-460d-8b7a-1beac2fd5eb6/","http://paradise-gold.menzu-lao.sbs/","http://paradise-gold.menzu-lao.sbs/","403","0","hold","座標候補なし","","","","","",""
"GOOD PRICE倶楽部","高田馬場駅早稲田口","https://www.esthe-ranking.jp/okubo/shop-detail/c049279d-d7f6-4057-9afa-2df6812980c5/","https://www.good-price.tokyo/","https://www.good-price.tokyo/","200","0","hold","座標候補なし","","","","","",""
"茶〜ティー〜","高田馬場駅戸山口","https://www.esthe-ranking.jp/okubo/shop-detail/3b94e26c-846c-4e83-a7a3-59af517d1723/","http://tea.orakiki.com/","http://tea.orakiki.com/","200","0","hold","座標候補なし","","","","","",""
"悠","高田馬場駅早稻田口","https://www.esthe-ranking.jp/okubo/shop-detail/4b0acb21-76c7-4c90-bb7d-ccf5af6d4f7a/","http://www.y-rlx.site/","http://www.y-rlx.site/","200","0","hold","座標候補なし","","","","","",""
"LUNA（ルナ）","水道橋駅西口","https://www.esthe-ranking.jp/suidobashi/shop-detail/c8b50691-2622-4af4-86cb-0f89e5d64040/","http://sln-relax.com/","http://sln-relax.com/","200","0","hold","座標候補なし","","","","","",""
"アナンダタイスパ","水道橋駅東口","https://www.esthe-ranking.jp/suidobashi/shop-detail/350b5a81-9efd-43fb-a138-eebe1b534d92/","https://anandathai-spa.com/","https://anandathai-spa.com/","200","0","hold","座標候補なし","","","","","",""
"ビーナス（Venus）","水道橋駅東口","https://www.esthe-ranking.jp/suidobashi/shop-detail/7ad17062-544f-41f8-9b32-e176d6c9d951/","https://venus.tyo.cm/","https://venus.tyo.cm/","200","0","hold","座標候補なし","","","","","",""
"はな","成増駅","https://www.esthe-ranking.jp/ooyama/shop-detail/c656e80c-2a71-43f6-bee5-4bf6e1e72615/","http://www.narimasumasg.click/colorlove.mensest.net/","http://www.narimasumasg.click/colorlove.mensest.net/","200","0","hold","座標候補なし","","","","","",""
"海の愛","成増駅","https://www.esthe-ranking.jp/ooyama/shop-detail/2e30fcc0-58e5-4bca-88c9-5a9dc52a17ca/","http://hfbm9.xyz/","http://hfbm9.xyz/","200","0","hold","座標候補なし","","","","","",""
"癒し空間","成増駅南口","https://www.esthe-ranking.jp/ooyama/shop-detail/b8880020-ea82-4eee-913b-d4740c4b0f75/","http://www.iyashi.relax-hp.com/","http://www.iyashi.relax-hp.com/","200","0","hold","座標候補なし","","","","","",""
"Bubble（バブル）","石神井公園駅西口","https://www.esthe-ranking.jp/nerima/shop-detail/80138c00-6467-4e21-92ce-faaef41ebd05/","https://bubble.asian-girl.work/","https://bubble.asian-girl.work/","200","0","hold","座標候補なし","","","","","",""
"Queendom","石神井公園駅","https://www.esthe-ranking.jp/nerima/shop-detail/8ab33034-3f79-44dd-871c-52660fc12183/","https://queen-dom.rankuens.com/","https://queen-dom.rankuens.com/","200","0","hold","座標候補なし","","","","","",""
"一日の約束","石神井公園駅","https://www.esthe-ranking.jp/nerima/shop-detail/e30f412b-07bb-4fa7-8c43-aa36d683748b/","https://yakusoku.estheya.com/","https://yakusoku.estheya.com/","200","0","hold","座標候補なし","","","","","",""
"Franc Tulle（フランチュール）","中野駅","https://www.esthe-ranking.jp/nakano/shop-detail/3b11782e-6d1e-49d3-9459-932fb546596f/","https://franc-t.relaxjp.com/","https://franc-t.relaxjp.com/","200","0","hold","座標候補なし","","","","","",""
"SAIGON Sakura","中野駅北口","https://www.esthe-ranking.jp/nakano/shop-detail/a54db33d-98e4-4f1b-810a-65cb7f44d963/","https://aromas-room.com/","https://aromas-room.com/","200","0","hold","座標候補なし","","","","","",""
"夜来香","中野駅南口","https://www.esthe-ranking.jp/nakano/shop-detail/83acceaf-51a8-4ff2-82bd-73a542ef056b/","http://www.come0.work/","http://www.come0.work/","403","0","hold","座標候補なし","","","","","",""
"Only Love","日本橋駅D1出口","https://www.esthe-ranking.jp/nihonbashi/shop-detail/4e89b41f-6322-4e65-b020-afcdad8ea6fe/","https://es-onlylove.com/","https://es-onlylove.com/","200","1","hold","地図ラベルなし","","","","","",""
"ラブラブ","日本橋駅","https://www.esthe-ranking.jp/nihonbashi/shop-detail/afc48a28-9610-4389-b1bf-5b85490079a0/","http://raburabubu.mensest.xyz/","http://raburabubu.mensest.xyz/","200","0","hold","座標候補なし","","","","","",""
"甘いgirl","日本橋駅","https://www.esthe-ranking.jp/nihonbashi/shop-detail/e1e5b771-97c6-48c6-bbd1-66e21c748a40/","https://ai-lovenumatsu.navi.mn/","https://ai-lovenumatsu.navi.mn/","200","0","hold","座標候補なし","","","","","",""
"Mrs.GRACIA（グラシア）","福生駅","https://www.esthe-ranking.jp/haijima/shop-detail/70277c39-4faa-4dae-b81a-43b4a957df89/","http://himsggracia.xyz/","http://himsggracia.xyz/","200","0","hold","座標候補なし","","","","","",""
"スイート〜SUITE〜","福生駅東口","https://www.esthe-ranking.jp/haijima/shop-detail/d8e9485a-328e-4376-bec6-2e55a90efd0c/","http://suite-es.com/","http://suite-es.com/","200","0","hold","座標候補なし","","","","","",""
"雅","福生駅東口","https://www.esthe-ranking.jp/haijima/shop-detail/a22d01b9-a7b8-4b63-abae-8e17038d1698/","http://a-rlx.info/","http://a-rlx.info/","200","0","hold","座標候補なし","","","","","",""
"Elena（エレナ）","平井駅南口","https://www.esthe-ranking.jp/kameido/shop-detail/36cf3523-1a57-4de6-8c2b-f410d3bf9507/","https://est-elena.com/","https://est-elena.com/","200","1","hold","地図ラベルなし","","","","","",""
"カモンベイビー","平井駅","https://www.esthe-ranking.jp/kameido/shop-detail/89101989-955b-4b61-afb3-812b26fc4441/","http://comeonbabyhimsg.xyz/","http://comeonbabyhimsg.xyz/","200","2","hold","地図ラベルなし","","","","","",""
"癒月（ゆずき）","平井駅","https://www.esthe-ranking.jp/kameido/shop-detail/7fbfa92f-ebb8-4a78-8c98-ed0e98724433/","http://sh-relaxation.hfml8.xyz/","http://sh-relaxation.hfml8.xyz/","200","2","hold","地図ラベルなし","","","","","",""
"Fairy（フェアリー）","ときわ台駅南口","https://www.esthe-ranking.jp/ooyama/shop-detail/268998bc-50b9-4c28-ac65-3379c859dd4b/","http://www.fairy.esjp.info/","http://www.fairy.esjp.info/","200","0","hold","座標候補なし","","","","","",""
"バラ","ときわ台駅南口","https://www.esthe-ranking.jp/ooyama/shop-detail/201f29af-73d9-439a-a774-182830c07c3a/","http://www.bara.mensest.com/","http://www.bara.mensest.com/","200","1","hold","地図ラベルなし","","","","","",""
"萌え","京王永山駅北口徒步1分","https://www.esthe-ranking.jp/fuchu/shop-detail/37646072-29c8-4070-9ebc-2d2fb0d184cd/","http://www.moe.estyojp.com/","http://www.moe.estyojp.com/","200","0","hold","座標候補なし","","","","","",""
"恋の日","京王永山駅北口","https://www.esthe-ranking.jp/fuchu/shop-detail/3a86dc78-75f4-4728-9c83-8ee5b0d2d043/","http://www.whiteday.esturl.com/","http://www.whiteday.esturl.com/","200","0","hold","座標候補なし","","","","","",""
"CAT&#039;S EYE（キャッツアイ）","京王八王子駅","https://www.esthe-ranking.jp/hachioji/shop-detail/081912ae-a165-421e-ac22-0aba3e165480/","https://catseye.iest.in/","https://catseye.iest.in/","200","0","hold","座標候補なし","","","","","",""
"ハッピー日曜日","京王八王子駅","https://www.esthe-ranking.jp/hachioji/shop-detail/7c0d79f9-fcca-4eb4-a9d7-6125f320f930/","http://ybcxhn.mensrelax.net/","http://ybcxhn.mensrelax.net/","200","0","hold","座標候補なし","","","","","",""
"Pink Daisy","京王堀之内駅","https://www.esthe-ranking.jp/hachioji/shop-detail/ca7ddeb0-f469-4a75-ad49-f7227a78f986/","https://pinkdaisy.online/","https://pinkdaisy.online/","200","0","hold","座標候補なし","","","","","",""
"桃の色","京王堀之内駅","https://www.esthe-ranking.jp/hachioji/shop-detail/ca0fa2a2-9c07-43f9-813d-39ab0a16e06d/","https://momocolourkeio.xyz/","https://momocolourkeio.xyz/","200","0","hold","座標候補なし","","","","","",""
"サヤーム","金町駅北口","https://www.esthe-ranking.jp/kameari/shop-detail/7295a5b0-a4f7-4504-b91f-f145c680b796/","https://siam-relax.jp/","https://siam-relax.jp/","200","2","hold","地図ラベルなし","","","","","",""
"楽","金町駅北口","https://www.esthe-ranking.jp/kameari/shop-detail/639dbf38-df1e-447f-aaa9-ee7d58487380/","http://raku.est888.com/","http://raku.est888.com/","200","0","hold","座標候補なし","","","","","",""
"みどり","駒込駅","https://www.esthe-ranking.jp/otsuka/shop-detail/1aec01de-413a-4358-b88c-2e523dbad25b/","http://xl.sh-qeftxtu.tokyo/","http://xl.sh-qeftxtu.tokyo/","200","1","hold","地図ラベルなし","","","","","",""
