店舗名,最寄駅,住所または座標,緯度,経度,掲載URL,オフィシャルHP,備考,電話,営業
夜の娘,浄心駅5番出口,愛知県名古屋市西区花の木,,,https://www.esthe-ranking.jp/otai/shop-detail/1eef84c3-8f76-4d5d-abb3-3f63b9de3149/,https://haguya.eei.jp/,浄心駅５番出口に着いたらお電話ください,070-2301-6197,09:00～LAST
moon,庄内通駅,愛知県名古屋市西区江向町１丁目４−１,,,https://www.esthe-ranking.jp/otai/shop-detail/013a67ea-8736-4b1d-879e-e4c423573700/,https://aichi-moon.navi.mn/,駐車場,070-1662-6677,12:00～翌 02:00
Green（グリーン）,比良駅,"35.224741904457304, 136.8960443294478",35.224741904457304,136.8960443294478,https://www.esthe-ranking.jp/otai/shop-detail/359fa994-0842-4c27-9619-d20e1c75ebde/,https://green.ooe.jp/,西区のリラクゼーション【Green】です♪ 比良駅から近くてアクセス抜群！,090-4397-4913,12:00～翌 02:00
フェアリーランド,味鋺駅,愛知県春日井市二子町２丁目３−１５,,,https://www.esthe-ranking.jp/otai/shop-detail/61a6506d-7f6b-4bd8-b21e-64be7660cd09/,https://lemon-pink02.navi.mn/,六本木・麻布十番,090-5779-6637,11:00～翌 03:00
ラッキー777＋,味美駅,愛知県名古屋市北区楠4-501,,,https://www.esthe-ranking.jp/otai/shop-detail/76357d3c-5c6c-45b4-934d-85495826f593/,https://luckysevenplus.eei.jp/,【タチヤ楠店】すぐ近くです,070-5645-4321,12:00～LAST
姫の恋,上小田井駅,"35.223676, 136.876648",35.223676,136.876648,https://www.esthe-ranking.jp/otai/shop-detail/02ce32e4-e040-40d8-92cb-00ccb332063c/,https://himenokoi.eei.jp/,駐車場：近隣のコインパーキングをご利用ください,070-3833-6733,12:00～LAST
ジュリエット～juliet～,庄内通駅,愛知県名古屋市西区香呑町６丁目-68-3,,,https://www.esthe-ranking.jp/otai/shop-detail/304dc78d-c0de-4300-ba61-42851da68fb7/,http://juliet.oyiiihuu.name/,（庄内通駅１番出口）,070-8325-3406,12:00～翌 03:00
ダイヤモンドガールズ,浄心駅,"35.19735, 136.893875",35.19735,136.893875,https://www.esthe-ranking.jp/otai/shop-detail/3601d984-fc45-4479-b5f3-e43e0b7e6a4b/,https://diamondgirls.eei.jp/,六本木・麻布十番,080-3659-8666,12:00～LAST
パンドラ,味鋺駅,"35.222132, 136.935533",35.222132,136.935533,https://www.esthe-ranking.jp/otai/shop-detail/3f030762-efb6-40cb-9ff5-1b0082b052ad/,https://pandora.qdd.jp/,六本木・麻布十番,070-1639-6986,12:00～翌 01:00
桜花～さくら～,名鉄一宮駅,愛知県一宮市本町4-1-8,,,https://www.esthe-ranking.jp/owari/shop-detail/251c5fb5-2013-4858-9bba-905c2eae6947/,https://kaikou.eei.jp/,"感謝クーポン！終日3,000円割引できます。！5月22日新人入店､こあ､まい、やな､すず、20代。毎日3人の女の子が出勤していますコスプレ可愛い！アカスリ大好評！優しいマッサージがオススメ。一宮エステ・邂逅です。駅から近くてアクセス抜群！!",070-4172-9876,11:00～翌 03:00
秘密俱楽部,国府宮駅,愛知県稲沢市松下２丁目７−１４,35.11824183342559,137.15431347400926,https://www.esthe-ranking.jp/owari/shop-detail/9b3c596c-41ed-4314-a5c4-14833b28d941/,https://secret-club.navi.mn/,国府宮駅徒歩５分,090-3441-6777,12:00～翌 03:00
天使の手（てんしのて）,妙興寺駅,愛知県一宮市花池３丁目９−６,,,https://www.esthe-ranking.jp/owari/shop-detail/c48582ba-e705-44bd-a8a9-5f8cbef4c562/,https://tensinote.eei.jp/,駐車場：店舗前2台・第2駐車場2台あります。,090-6595-1818,12:00～翌 03:00
濃密candy,西春駅,愛知県名古屋市天白区野並3丁目,,,https://www.esthe-ranking.jp/horita/shop-detail/bf29fd8e-74b9-411f-99ff-055785d158c8/,https://iine.eei.jp/,六本木・麻布十番,090-7272-5654,11:00～LAST
クリーム,妙興寺駅,"35.296226, 136.815853",35.296226,136.815853,https://www.esthe-ranking.jp/owari/shop-detail/f36bba4b-c4d0-430d-bfa2-1cd54602b998/,https://cream.eei.jp/,新規OPEN！一宮駅から近くてアクセス抜群！充実のコースで満足いただけます！,090-6080-0115,11:00～翌 03:00
silent night（サイレントナイト）,岩倉駅,"35.28231877549762, 136.8802320853889",35.28231877549762,136.8802320853889,https://www.esthe-ranking.jp/owari/shop-detail/c9c0f545-4c68-485f-9ce2-a4349dab4768/,https://silentnight.eei.jp/,"岩倉駅から近くてアクセス抜群！最大割引2,000円☆彼女の高い施術力によるマッサージを感じてください。心から喜んでいただけるようなサービスで、心と体のお手入れもバッチリ完了♪",080-3639-1618,12:00～翌 02:00
花蝶園,蟹江駅,"35.140714806648084, 136.79087065889544",35.140714806648084,136.79087065889544,https://www.esthe-ranking.jp/owari/shop-detail/b3e228b5-faa2-4ba2-9a6f-be4eee4c068d/,https://kachouen.eei.jp/,【セブン-イレブン 蟹江今店】に着きましたらお電話してください,090-3109-7972,10:30～翌 03:00
王様の休日,一宮駅,"35.301419, 136.800411",35.301419,136.800411,https://www.esthe-ranking.jp/owari/shop-detail/70829023-5e58-4682-bb0e-eea490c9b572/,https://ousamanokyuuzitu.eei.jp/,"一宮駅近くに新規オープン！終日スペシャルコース3,000円割引！癒しを極めたセラピストたちのマッサージをご堪能頂けます♪心から喜んでいただけるようなサービスで、心と体のお手入れもバッチリ完了♪",090-9908-0161,11:00～翌 03:00
あざと可愛い,三郷駅,愛知県尾張旭市瀬戸川町２丁目１８３,,,https://www.esthe-ranking.jp/owari/shop-detail/b67e2a1d-8c0c-4c4f-8409-4709eac77d45/,https://azatokawaii.crayonsite.info/,近くの【パチンコ玉越・尾張旭店（尾張旭市瀬戸川町２丁目１８３）】に着きましたら、お電話ください,090-4547-8628,11:00～翌 03:00
とろあまTime,江南駅,"35.33694963317408, 136.87283249518273",35.33694963317408,136.87283249518273,https://www.esthe-ranking.jp/owari/shop-detail/36efa1b0-400c-4796-924c-eed7b42dae42/,https://toroama.crayonsite.info/,六本木・麻布十番,080-8808-1056,11:00～翌 03:00
小楽園,観音寺駅,愛知県一宮市末広3-11-14,,,https://www.esthe-ranking.jp/owari/shop-detail/b14939d6-4d18-48d4-8a06-a89aa835c5b5/,https://smallrakuen.navi.mn/,六本木・麻布十番,080-4228-3666,12:00～翌 03:00
誘惑ルーム,木田駅,愛知県あま市小橋方田中５６８,,,https://www.esthe-ranking.jp/owari/shop-detail/b8c5f54d-a4ae-4a4f-b704-d3865b5a3818/,https://yuuwakuroom.crayonsite.info/,近くにつきましたら、お電話ください,080-2958-6148,11:00～翌 03:00
心の恋,西春駅,愛知県北名古屋市鹿田清水３８−１,,,https://www.esthe-ranking.jp/owari/shop-detail/330fda1a-4672-4e5d-b292-f9f1e29c8b77/,http://heart-love.xin-kioi.online/,地図の位置に着きましたら、ご連絡ください。,080-2044-7073,10:00～翌 04:00
マシュマロ乙女,岩倉駅,"35.281061, 136.868728",35.281061,136.868728,https://www.esthe-ranking.jp/kasadera/shop-detail/613112b4-1d4e-4538-885d-50efd5dd6cbb/,https://marshmallowotome.eei.jp/,ファミリーマート 岩倉新柳町店に着きましたら電話してください,080-2651-0523,10:00～翌 04:00
白桜妖精,岩倉駅,"35.27878571556213, 136.87257765889552",35.27878571556213,136.87257765889552,https://www.esthe-ranking.jp/owari/shop-detail/abffa694-c5e5-46a5-86db-2c58fa04e58e/,https://hakuouyousei.eei.jp/,六本木・麻布十番,070-2648-7047,24時間営業
癒の郷（いやしのさと）,三郷駅,"35.21634, 137.051023",35.21634,137.051023,https://www.esthe-ranking.jp/owari/shop-detail/a6664c43-ee28-42f6-aa66-0cff371039e8/,https://iyashinosato.eey.jp/,感謝クーポン癒しコース4000円割コスプレ無料！尾張旭のリラクゼーション癒の郷~いやしのさとです♪ 三郷駅から近くてアクセス当店自慢のマッサージで、あなたに極上の時間をお贈りします。スタッフ一同みなさまのお越しをお待ちしております！,080-6317-1804,12:00～翌 02:00
癒しのマダム,甚目寺駅,"35.1891026556695, 136.82634031186478",35.1891026556695,136.82634031186478,https://www.esthe-ranking.jp/owari/shop-detail/f7d56c32-ed5c-4ace-be71-d35da23d4ab8/,https://iyashimadamu.crayonsite.com/,近くに着きましたら、お電話ください。,080-7822-3524,11:00～翌 03:00
満点彼女,三郷駅,"35.216372212862446, 137.05332730028283",35.216372212862446,137.05332730028283,https://www.esthe-ranking.jp/owari/shop-detail/ee7e51c9-24b2-4f82-a36e-f14a1377f3b4/,https://pattaya-bijin.navi.mn/,ことぶきの湯裏側の駐車場に着いたら電話してください,080-4772-3577,11:00～LAST
魔性の宮,今伊勢駅,"35.32447953758065, 136.8131834904257",35.32447953758065,136.8131834904257,https://www.esthe-ranking.jp/owari/shop-detail/0766dfb3-656d-4eae-b376-fc1ed960e356/,https://masyounomiya.eei.jp/,駐車場あります,080-8341-8107,12:00～翌 03:00
花花,蟹江駅,"35.345769, 136.870711",35.345769,136.870711,https://www.esthe-ranking.jp/owari/shop-detail/6672340c-7604-43a6-bfbe-e82de6fd6825/,https://waraku.bdd.jp/,六本木・麻布十番,080-2636-7788,12:00～翌 02:00
ドキドキトラップ,蟹江駅,"35.14058277124771, 136.7909582329851",35.14058277124771,136.7909582329851,https://www.esthe-ranking.jp/owari/shop-detail/c2c4e4fc-366b-4342-a13a-0b44daed4a6c/,https://dokidokitorappu.crayonsite.net/,（セブン-イレブン 蟹江今店の近く）,090-7404-4073,11:00～翌 03:00
君のBaby,岩倉駅,"35.275517880226495, 136.88126877701214",35.275517880226495,136.88126877701214,https://www.esthe-ranking.jp/owari/shop-detail/d3af15ff-0ee9-434b-a3c3-4bf732f8efc8/,https://kiminobaby.bdd.jp/,スギドラッグ岩倉東店に着きましたらお電話して下さい,080-3679-1588,24時間営業
ルナ,近鉄蟹江駅,"35.13730434887431, 136.7825274271176",35.13730434887431,136.7825274271176,https://www.esthe-ranking.jp/owari/shop-detail/1076be66-37b9-4558-9a42-e886c7b45386/,http://luna.xin-uel.online/,六本木・麻布十番,070-5332-0450,12:00～翌 03:00
優しい光,江南駅,"35.3326, 136.863065",35.3326,136.863065,https://www.esthe-ranking.jp/owari/shop-detail/cf5777b6-d226-4fff-b9c8-5fe046b002a0/,https://yasashiihikari.ddv.jp/,駐車場あります。,070-2315-9608,12:00～翌 03:00
Utopia～ユートピア～,江南駅,愛知県江南市村久野町平河90,,,https://www.esthe-ranking.jp/owari/shop-detail/1db9766b-f309-46db-8316-4dfc77347169/,https://utopia.eei.jp/,【村久野新開バス駅から徒歩1分】 すいとぴあ名草線~ドン・キホーテ・江南厚生病院近く,090-6646-9888,10:00～LAST
癒しタイム,旭前駅西口,愛知県尾張旭市向町４丁目１−１,,,https://www.esthe-ranking.jp/owari/shop-detail/6f4d409c-48cf-4c66-91f1-0d88a65f422c/,http://healingtime.este88.com/,駅の南口を出て「中華料理 萬香館」に着きましたら、ご遠慮なくお電話ください、スタッフより詳しく案内いたします。,090-8635-3190,11:00～翌 03:00
ボンボン,近鉄弥富駅,"35.107722674476214, 136.7353619522093",35.107722674476214,136.7353619522093,https://www.esthe-ranking.jp/owari/shop-detail/66b2ca94-fb3a-406b-b17a-249936ff5ede/,https://bonbon.xnn.jp/,六本木・麻布十番,090-4546-4119,11:00～翌 02:00
ももいろ,徳重・名古屋芸大駅,愛知県北名古屋市六ツ師北屋敷２３０４−１,,,https://www.esthe-ranking.jp/owari/shop-detail/7c23067c-1e32-4412-b862-314c3c97d5b1/,https://momoiro.ggo.jp/,駐車場 あり,070-1659-8808,11:00～LAST
秘密教室,三郷駅,"35.215706, 137.053731",35.215706,137.053731,https://www.esthe-ranking.jp/owari/shop-detail/65aae64a-4311-45a7-8a22-87defbdbc84c/,https://himitukyousitu.eei.jp/,尾張旭市のリラクゼーション秘密教室です♪ 三郷駅から近くてアクセス抜群！,070-3786-2161,08:00～LAST
縁,木曽川駅,愛知県一宮市北方町北方北曽根２０４,,,https://www.esthe-ranking.jp/owari/shop-detail/d112e72c-931f-4586-887b-9a6831841268/,https://en.bdd.jp/,木曽川駅から近くてアクセス抜群！当店で至高の施術を体験してください,080-7797-0386,24時間営業
花魁,三郷駅,愛知県尾張旭市三郷町 三郷駅,,,https://www.esthe-ranking.jp/owari/shop-detail/f3784983-54bb-4d76-8028-5b180579a1b5/,https://oirann.navi.mn/,六本木・麻布十番,050-6871-5935,10:00～翌 05:00
ドキドキChu～,西春駅,"35.2445549409919, 136.8675663837517",35.2445549409919,136.8675663837517,https://www.esthe-ranking.jp/owari/shop-detail/a74b4d60-07a3-41fc-80c7-20aac02c94c2/,https://dokidokichu.eei.jp/,あいち銀行に着きましたらお電話して下さい,080-9333-3003,12:00～翌 03:00
至高の一夜,印場駅,"35.20002135618267, 137.01632467112034",35.20002135618267,137.01632467112034,https://www.esthe-ranking.jp/owari/shop-detail/54ff6fe1-89f6-4b6a-b607-58c5cafb28b6/,https://shikounoichiya.eei.jp/,地図の場所(駐車場センチュリー21)に着きましたらお電話お願いします,070-4203-1429,12:00～翌 03:00
恋姫,甚目寺駅,"35.168754199723146, 136.82118512577492",35.168754199723146,136.82118512577492,https://www.esthe-ranking.jp/owari/shop-detail/084a5c9c-eedb-45cb-867c-0be865fcd59b/,https://koihime-blackred.navi.mn/,駐車場:有り（奥の20番）,090-7297-9208,24時間営業
秘心～ひしん～,江南駅,"35.344239939913386, 136.86345906322435",35.344239939913386,136.86345906322435,https://www.esthe-ranking.jp/owari/shop-detail/716175cc-15a2-4686-9b89-8da159ec63ec/,https://hisin.xnn.jp/,駐車場あります。,080-5298-2716,11:00～翌 06:00
キスの癒し,国府宮駅,"35.249503, 136.787818",35.249503,136.787818,https://www.esthe-ranking.jp/owari/shop-detail/d5c60a99-384d-4d61-a7b1-6842c2394dc5/,https://kissnoiyashi.ooa.jp/,駐車場 店舗前に3台ございます。,080-8015-2845,24時間営業
癒しの間,蟹江駅,"35.140056, 136.790824",35.140056,136.790824,https://www.esthe-ranking.jp/owari/shop-detail/3ba85451-9c37-492a-b830-9bd8a0295d0b/,https://iyashinoma.eei.jp/,駐車場 あり,090-6586-3399,10:00～LAST
はな夢,七宝駅,"35.174036, 136.819059",35.174036,136.819059,https://www.esthe-ranking.jp/owari/shop-detail/78f81080-9359-44aa-bb0b-e7180ca75dca/,https://nightpresent.eei.jp/,地図の中心点（月極駐車場）に着きましたらお電話ください,080-9737-5666,11:00～翌 02:00
ご褒美time,津島駅,愛知県津島市藤里町1丁目,,,https://www.esthe-ranking.jp/owari/shop-detail/fb7ade7c-b468-4b1a-8c65-f6d71feede77/,https://gohoubitime.eei.jp/,六本木・麻布十番,070-4460-9681,12:00～LAST
誘惑のパラダイス,西春駅,"35.250709, 136.844557",35.250709,136.844557,https://www.esthe-ranking.jp/owari/shop-detail/4c73e803-cbb5-497c-8f31-7aa78ddb2e39/,https://yuuwakunoparadaisu.eei.jp/,駐車場 無料駐車場をご利用可能、DVD漫画喫茶とレストラン坂元の共同駐車場をご利用下さい,080-6659-2973,12:00～LAST
マンゴー姫（まんごーひめ）,佐古木駅,愛知県全域名古屋・名駅・納屋橋栄新栄町・千種・今池金山・熱田黒川・大曽根星ヶ丘・藤が丘守山・小幡小田井・比良東海通・高畑笠寺・柴田堀田・新瑞橋大須・鶴舞名古屋・昭和区・天白区小牧・春日井尾張・一宮知多・大府・半田西三河・豊田・岡崎東三河・豊橋・豊川,,,https://www.esthe-ranking.jp/owari/shop-detail/65fce10c-86f0-4356-beda-d83811142c75/,http://hime.sh-zp.tokyo/,ここに着きましたら、お電話ください。,050-6868-6891,10:30～LAST
メンズの極楽基地,西春駅,愛知県北名古屋市西之保深坪１３−１,,,https://www.esthe-ranking.jp/owari/shop-detail/70289225-d2df-41a0-a6c2-a3faf37d4a2b/,https://menes-band.navi.mn/,六本木・麻布十番,050-6863-9049,24時間営業
誘惑ベイビー,名鉄一宮駅,"35.298876, 136.81806",35.298876,136.81806,https://www.esthe-ranking.jp/owari/shop-detail/3a74206b-7656-48df-bc5b-9e8a50ef6733/,https://yuuwakubaby.eei.jp/,六本木・麻布十番,080-2466-8839,12:00～翌 03:00
StarrySky（スタリースカイ）,西春駅,"35.24449478264747, 136.8675025630965",35.24449478264747,136.8675025630965,https://www.esthe-ranking.jp/owari/shop-detail/254c538d-1978-4d81-a3d7-0522a8127956/,https://bellefemme.eei.jp/,あいち銀行近くでお電話してください♪ご案内します☆,080-9333-4378,12:00～翌 03:00
Mrs.Lemon（ミセスレモン）,木曽川駅,愛知県一宮市木曽川町里小牧字清水４１番地４,,,https://www.esthe-ranking.jp/owari/shop-detail/8f696117-4fa0-4acb-a853-cda25fe80fdd/,https://mrslemon.eei.jp/,"☆新規のお客様はいつでも初回2,000円引きです☆JR木曽川駅近くからアクセス抜群【Mrs.Lemon~ミセスレモン~】お客様一人一人に合わせた施術をご提供いたします。高い魅力のスタッフによる癒しでゆったりリラックスできることでしょう。",080-1611-7623,24時間営業
極楽もも,木曽川駅・奥町駅,"35.31058761168509, 136.75743862450264",35.31058761168509,136.75743862450264,https://www.esthe-ranking.jp/owari/shop-detail/f41d3134-7f58-450e-9c7e-ffe955f72138/,http://gokuraku-momon.ajn-esute.asia/,フィットイージー 木曽川店付近着きましたら電話してください。,070-3369-0629,12:00～翌 03:00
美人の癒しアロマ,西春駅,愛知県全域名古屋・名駅・納屋橋栄新栄町・千種・今池金山・熱田黒川・大曽根星ヶ丘・藤が丘守山・小幡小田井・比良東海通・高畑笠寺・柴田堀田・新瑞橋大須・鶴舞名古屋・昭和区・天白区小牧・春日井尾張・一宮知多・大府・半田西三河・豊田・岡崎東三河・豊橋・豊川,,,https://www.esthe-ranking.jp/owari/shop-detail/ac982c3c-0e7a-422f-9872-99a1a23e447f/,http://aroma.sh-qeftxtu.tokyo/,西春駅に着きましたらお電話ください。,080-4834-8530,24時間営業
どストライク！,甚目寺駅,"35.191306549965255, 136.82630783126066",35.191306549965255,136.82630783126066,https://www.esthe-ranking.jp/owari/shop-detail/a7b03036-8d02-4971-ab43-03bdb3f35efe/,http://perfect-hit.sh-yypa.tokyo/,六本木・麻布十番,080-7745-4293,11:00～LAST
LILLY Mocha（リリーモカ）,尾張旭駅,"35.19491, 137.04216",35.19491,137.04216,https://www.esthe-ranking.jp/owari/shop-detail/67eb6c38-0e72-45b3-94c6-9cee97d2e1bf/,https://lillymocha.eei.jp/,六本木・麻布十番,080-8095-2887,12:00～翌 03:00
溌剌Lady,尾張一宮駅,愛知県一宮市緑1-2-1,,,https://www.esthe-ranking.jp/owari/shop-detail/c2d50df5-892e-4681-aa18-ba895d867117/,https://momoka.dgg.jp/,駐車場：店舗前共用駐車場をご利用ください。,080-4308-8999,24時間営業
ViVi（ヴィヴィ）,名鉄一宮駅,"35.300488, 136.796465",35.300488,136.796465,https://www.esthe-ranking.jp/owari/shop-detail/11ede627-3e8d-4a19-9b1e-540a3f788493/,https://vivi.bdd.jp/,駐車場あります,090-1789-5688,11:00～翌 02:00
激安おしゃれ貴族美女クラブ,尾張一宮駅,愛知県一宮市栄２丁目,,,https://www.esthe-ranking.jp/owari/shop-detail/5beceb44-0fec-4ac8-92fb-b8278faf4317/,http://kizoku.refle.shop/,（お近くに着いたら、ご連絡ください）,080-3621-1555,12:00～LAST
小野猫（ショウイェマオ）,三郷駅,愛知県尾張旭市東本地ケ原町3丁目104,,,https://www.esthe-ranking.jp/komaki/shop-detail/f7fa2ba3-39b1-4b1f-88fb-925c090c019e/,https://xiaoyemao.eei.jp/,六本木・麻布十番,090-1759-4059,24時間営業
海棠花～ベゴニア～,弥富駅,"35.10956000000094, 136.7296656583865",35.10956000000094,136.7296656583865,https://www.esthe-ranking.jp/owari/shop-detail/fa21a013-ff7b-4666-b83d-38ddb68179b8/,https://dreamland.eeh.jp/,駐車場あり,080-6963-8899,11:00～翌 02:00
夜の色（ヨルノイロ）,甚目寺駅,愛知県あま巿坂牧大塚122-5,,,https://www.esthe-ranking.jp/owari/shop-detail/4a6b36d5-5b16-49dc-b1e3-5e3461d422fd/,https://banana-love.com/,六本木・麻布十番,080-7530-4962,12:00～翌 02:00
Princess（プリンセス）,藤浪駅,"35.18941161592237, 136.74005031777557",35.18941161592237,136.74005031777557,https://www.esthe-ranking.jp/owari/shop-detail/79b7ce36-5e7f-448d-9c4f-b8c1f82ced18/,http://princess.refle.shop/,ファミリーマート 佐織諏訪店の近くに着いたら、ご連絡ください。,090-1070-2129,10:00～LAST
アリス,岩塚駅,愛知県知多市にしの台１丁目２３１１,35.168910354657484,136.82134295751348,https://www.esthe-ranking.jp/chita/shop-detail/a99c465b-0da3-43e7-906f-bd3156fb051c/,http://aly1.sh-rjb.tokyo/,愛知県知多市にしの台1丁目2311に着きましたらお電話ください。,080-3637-2488,11:00～24:00(受付：10:00～22:00)
癒しの館,蟹江駅,"35.142067, 136.812466",35.142067,136.812466,https://www.esthe-ranking.jp/tokaidori/shop-detail/117aca4f-ba28-4f6c-934a-6ff42882ea93/,https://iyasinoyakata.eei.jp/,専用駐車場あり,090-8186-6789,10:00～翌 02:30
恋の季節,今伊勢駅,"35.31628652038517, 136.78608093042578",35.31628652038517,136.78608093042578,https://www.esthe-ranking.jp/owari/shop-detail/6a0ba8a2-f64f-497f-a25f-2a1ffd82a85c/,https://koinokisetu.bdd.jp/,駐車場あり,080-3618-0591,11:00～翌 03:00
癒し姫,奥町駅,愛知県一宮市小信中島仁井西１１−１,,,https://www.esthe-ranking.jp/owari/shop-detail/192748bc-151e-45af-9a39-1e6019dcd6ab/,https://iyashihime.bdd.jp/,NEW OPEN！！駐車場完備！クーポンもありますよ！綺麗な女性スタッフによる甘美でとろけるマッサージを実感してください。,070-1676-0718,12:00～LAST(最終受付：翌3:00)
yuragi（ゆらぎ）,名鉄一宮駅,愛知県一宮市浅野大曲り23-1,,,https://www.esthe-ranking.jp/owari/shop-detail/8c4b3cb9-29c3-4008-95e1-b108d9a3f8ad/,https://yuragi.eei.jp/,★新人入店★お客様の満足を第一の目的としています。店内の環境は清潔でアカスリ専用ルームもございます。そのほか、無料駐車場も設けており、お車でのご来店に便利です。心地よい空間で、心身がリラックスする素晴らしい時間をご堪能ください。スタッフ一同、皆様のお越しを心よりお待ちしております。,070-5351-4056,12:00～翌 02:00
最高のenjoy,岩倉駅,"35.280986, 136.86858",35.280986,136.86858,https://www.esthe-ranking.jp/owari/shop-detail/5049a203-7b61-4c72-a915-5453b719006c/,https://saikounoenjoy.eev.jp/,★岩倉市に誕生した話題のリラクゼーションサロン！岩倉駅から徒歩すぐ★喧騒を離れて、心がゆっくりほどける癒しの時間をご提供♪こだわり抜かれたセラピストによる心地よい手技で、全身が深くリフレッシュ☆彡落ち着いた雰囲気のプライベート空間をお楽しみください！,090-9300-3444,13:00～LAST
ステキラ,新木曽川駅,"35.338711511697596, 136.7807974914258",35.338711511697596,136.7807974914258,https://www.esthe-ranking.jp/owari/shop-detail/b27741f9-4aa3-4d96-89c2-3fa371dfbf47/,https://sutekira.eei.jp/,駐車場：有ります,090-5581-5086,12:00～翌 03:00
ねこりん,甚目寺駅,"35.196146643111895, 136.82535995978185",35.196146643111895,136.82535995978185,https://www.esthe-ranking.jp/owari/shop-detail/a20ab03c-03f8-460c-8f56-c778e83cdcc8/,https://nekorin.eei.jp/,【名鉄協商パーキング 甚目寺駅前】に着きましたらお電話ください,050-6860-8421,11:00～LAST
たっぷりおねだり,江南駅,愛知県全域名古屋・名駅・納屋橋栄新栄町・千種・今池金山・熱田黒川・大曽根星ヶ丘・藤が丘守山・小幡小田井・比良東海通・高畑笠寺・柴田堀田・新瑞橋大須・鶴舞名古屋・昭和区・天白区小牧・春日井尾張・一宮知多・大府・半田西三河・豊田・岡崎東三河・豊橋・豊川,,,https://www.esthe-ranking.jp/owari/shop-detail/ed5b90ea-f348-4925-8e84-71466013d251/,http://pleading.sh-gyrvcyi.tokyo/,江南駅に着きましたら、お電話ください。,080-7745-4293,10:30～LAST
癒の館,新木曾川駅,愛知県一宮市奥町宮東３１-６,,,https://www.esthe-ranking.jp/owari/shop-detail/e100cf4a-7e73-4e98-95ee-f173582ae574/,https://iyashinoyakata.eei.jp/,六本木・麻布十番,080-6981-8864,12:00～翌 03:00
いちご,岩倉駅,"35.27872176023053, 136.8696439532932",35.27872176023053,136.8696439532932,https://www.esthe-ranking.jp/owari/shop-detail/02b3694f-94e3-4258-aa38-64d0d9e63a76/,http://strawberry.sh-oik.tokyo/,ここに着きましたら、お電話ください。,070-2344-0406,12:00～翌 02:00
もえきゅんスパ,稲沢駅,愛知県稲沢市治郎丸大角町,,,https://www.esthe-ranking.jp/owari/shop-detail/4b6ca914-fea9-419a-a4fb-33e4b230f30e/,https://moekyun.crayonsite.net/,お近くにコインパーキングあり,070-8521-3947,11:00～翌 03:00
Sexy Baby,蟹江駅,愛知県全域名古屋・名駅・納屋橋栄新栄町・千種・今池金山・熱田黒川・大曽根星ヶ丘・藤が丘守山・小幡小田井・比良東海通・高畑笠寺・柴田堀田・新瑞橋大須・鶴舞名古屋・昭和区・天白区小牧・春日井尾張・一宮知多・大府・半田西三河・豊田・岡崎東三河・豊橋・豊川,,,https://www.esthe-ranking.jp/owari/shop-detail/16ffb56b-cb6e-4c19-9304-01a3183f7b4c/,http://sexybb.mensest.xyz/,六本木・麻布十番,090-4113-0047,11:00～翌 02:00
新世界,七宝駅,"35.171066, 136.800766",35.171066,136.800766,https://www.esthe-ranking.jp/owari/shop-detail/b18c6ad1-1949-46d2-9ef6-5773c291df28/,https://shinsekai.eei.jp/,新規OPEN！クーポン有り！七宝駅から近くてアクセス抜群！駐車場あり！,080-4535-3177,11:00～翌 03:00
Astyle,名鉄一宮駅,"35.29663252561636, 136.7959678849487",35.29663252561636,136.7959678849487,https://www.esthe-ranking.jp/owari/shop-detail/319c1722-1274-46fc-9e8a-9f9b4f36f079/,http://astyle.sh-1.giantstar.jp/,駐車場案内：交差点からマンション過ぎて直ぐを右折し、一軒家の隣の月極駐車場の道路側の目印してます、端から3番と5番に停めて下さい。ブロックに名前書いてます。,080-5216-6644,12:00～翌 03:00(受付：11:30～翌2:00)
森の恋,津島駅,愛知県津島市今市場町4-22,,,https://www.esthe-ranking.jp/owari/shop-detail/bac3d036-3a50-4a28-9e09-32229a2bca7b/,https://morinokoi.eey.jp/,駐車場 店舗前にあります,070-9318-8350,12:00～翌 02:00
美人妻,江南駅,愛知県全域名古屋・名駅・納屋橋栄新栄町・千種・今池金山・熱田黒川・大曽根星ヶ丘・藤が丘守山・小幡小田井・比良東海通・高畑笠寺・柴田堀田・新瑞橋大須・鶴舞名古屋・昭和区・天白区小牧・春日井尾張・一宮知多・大府・半田西三河・豊田・岡崎東三河・豊橋・豊川,,,https://www.esthe-ranking.jp/owari/shop-detail/8483ee59-ed10-4a04-a183-e2de59165d29/,http://psivate.mensrelax.net/,六本木・麻布十番,050-6866-5481,11:00～翌 02:00
イチゴミルク,三郷駅,"35.20024001054342, 137.04642845862728",35.20024001054342,137.04642845862728,https://www.esthe-ranking.jp/komaki/shop-detail/945be131-9e33-405f-ad62-270ffb29424a/,https://ichigomilk.eev.jp/,駐車場あります,070-4470-4146,11:00～翌 03:00
世々楽,木曽川駅・江南駅,愛知県一宮市大毛西新開９６−３,,,https://www.esthe-ranking.jp/owari/shop-detail/2c7ad6a0-8c0a-47a2-a9c6-4eda416d99ec/,http://loeg6n.jpest.xyz/,駐車場「スマイルパーク72号｜パークダイレクト」に着いたらお電話ください。,050-6882-8207,11:00～翌 02:00
愛のロマンス,西春駅,愛知県北名古屋市六ツ師道毛182-1,,,https://www.esthe-ranking.jp/owari/shop-detail/e0baca51-aa45-4056-b45a-a460a3e07f99/,https://luckynohana.eei.jp/,地図の中心店は専用駐車場です,070-1689-5666,11:00～LAST
