店舗名,最寄駅,住所または座標,緯度,経度,掲載URL,オフィシャルHP,備考,電話,営業
花魁～オイラン,西中島南方駅1番出口,大阪府大阪市淀川区西中島３丁目１６−１２,,,https://www.esthe-ranking.jp/nishinakajima/shop-detail/0f6de060-bdc9-4230-8a6e-a41956c19e0e/,http://osakaoiran.refle.shop/,お近くのコインパーキングご利用ください,090-8908-9998,24時間営業
ドキドキ恋人〜極みSPA〜,西中島南方駅1番出口,"34.725890257095365, 135.50017120502739",34.725890257095365,135.50017120502739,https://www.esthe-ranking.jp/nishinakajima/shop-detail/caca3166-c958-4fbe-bf78-22b66f654246/,https://www.dokidokikoib184.info/,西中島南方駅2番出口・1番出口すぐ,080-7112-1688,11:00～翌 04:00(受付：10:30～翌3:30)
恋するリラク,西中島南方駅,大阪府大阪市淀川区西中島1-5-12,,,https://www.esthe-ranking.jp/nishinakajima/shop-detail/7548e764-3a6f-4c30-8021-a7552b5cab76/,https://koi-suru-riraku.navi.mn/,駐車場あり,050-6871-9252,11:00～翌 02:00
セクシー癒し,西中島南方駅,"34.72530758078373, 135.49813541349414",34.72530758078373,135.49813541349414,https://www.esthe-ranking.jp/nishinakajima/shop-detail/bf3d55ad-109c-4a02-a16c-e40849832cd3/,http://fragrance.king-esthe.top/,西中島駅に着きましたらお電話ください。,080-1889-6983,11:00～LAST
元気の源,西中島南方駅,大阪府大阪市淀川区西中島１丁目１２−７,,,https://www.esthe-ranking.jp/nishinakajima/shop-detail/3ff65e33-4f76-4464-941c-2e1cc281a135/,http://source-vitality.nai-111.site/,西中島南方駅2番出口お電話ください♪,090-5980-4557,11:00～翌 02:00
ソウル,西中島南方駅1番出口,大阪市淀川区西中島3丁目20-10,,,https://www.esthe-ranking.jp/nishinakajima/shop-detail/185be46c-c382-4a6e-a6a7-d97e512ebb1d/,http://www.seou184.info/,西中島南方駅1番出口,06-6195-2077,12:00～LAST
アモーレ,新大阪駅,大阪市淀川区西中島7－1－1,,,https://www.esthe-ranking.jp/nishinakajima/shop-detail/3db0e0dc-9840-4a68-a4d9-d154aa709baa/,https://rgbrelaxing.wixsite.com/amore,新大阪駅徒歩3分,070-7483-1835,12:00～翌 01:00(受付：12:00～翌6:00)
ドキングすぱ,西中島南方駅1番出口,大阪府大阪市淀川区西中島4丁目7-3,,,https://www.esthe-ranking.jp/nishinakajima/shop-detail/0753ae39-a8b6-40f0-a2cd-551ffeb8fe21/,https://www.dokingspa184.info/,西中島南方駅1番出口,080-5770-5358,11:00～翌 02:00
美咲,西中島南方駅1番出口,"34.725893, 135.500173",34.725893,135.500173,https://www.esthe-ranking.jp/nishinakajima/shop-detail/ff788a57-5e7d-4bfc-bd2e-84577bd0bfdb/,https://shop2.es-johokan.com/misaki-n/,西中島南方駅1番出口,080-6899-1899,12:00～LAST
ぱいぱいにゃんにゃん,新大阪駅東口,■大阪府,,,https://www.esthe-ranking.jp/nishinakajima/shop-detail/553f1f48-e97b-4dcd-a154-82ad67a58be5/,http://paipai.sh-cyt.tokyo/,新大阪駅東口徒歩2分,080-4973-9899,11:00～翌 03:00
きもちすぎて滅,西中島南方駅1番出口,■大阪府,,,https://www.esthe-ranking.jp/nishinakajima/shop-detail/2d2b567a-0b54-49f5-b4c3-df9a55d7ded9/,https://www.kimotisugi184.info/,西中島南方駅1番出口,090-8169-9466,12:00～翌 05:00
バビューン目！,西中島南方駅1番出口,■大阪府,,,https://www.esthe-ranking.jp/nishinakajima/shop-detail/9e422b81-98cf-49e3-b7bd-9126d69fb992/,https://www.babyunme184.info/,西中島南方駅1番出口,070-6684-6859,11:00～翌 05:00
Pattaya （パッタヤ）,西中島南方駅1番出口,■大阪府,,,https://www.esthe-ranking.jp/nishinakajima/shop-detail/a30cd5f0-db26-4001-9c22-259f6b6530e7/,https://shop2.es-johokan.com/pattaya-n/,西中島南方駅1番出口,080-9756-8789,12:00～LAST
オモチャ,西中島南方駅1番出口,■大阪府,,,https://www.esthe-ranking.jp/nishinakajima/shop-detail/d23cec9e-6c5b-426c-8a5b-5537e81fc3d3/,https://www.omotya184.info/,西中島南方駅1番出口,070-5430-3360,12:00～翌 02:00
秘密彼女,新大阪駅,■大阪府,,,https://www.esthe-ranking.jp/nishinakajima/shop-detail/3885706b-cf41-442e-a5d0-6e034d100ded/,http://kiss.sh-tr.tokyo/,新大阪駅徒歩4分,090-4472-6014,12:00～翌 03:00
にゅるリンパ,西中島南方駅2番出口,■大阪府,,,https://www.esthe-ranking.jp/nishinakajima/shop-detail/7402eef1-3ab4-401a-bb61-e2da86f46918/,https://www.nyururinp184.info/,西中島南方駅2番出口,090-7411-9643,11:00～LAST
スイートガール,西中島南方駅1番出口,■大阪府,,,https://www.esthe-ranking.jp/nishinakajima/shop-detail/f013b423-6d06-4e87-aa60-93daa35f6857/,https://s-gaji.xyz/,西中島南方駅1番出口,070-8489-1082,11:00～LAST
もみもみの木であいましょう,西中島南方駅1番出口,■大阪府,,,https://www.esthe-ranking.jp/nishinakajima/shop-detail/b8910fa0-98c6-4f6d-8178-d21eca96790e/,https://www.mominokideai184.info/,西中島南方駅1番出口,070-2452-6677,11:00～翌 05:00
ムチピチ彼女,西中島南方駅1番出口,■大阪府,,,https://www.esthe-ranking.jp/nishinakajima/shop-detail/630342bc-5b47-46db-8259-0dd2f0755f46/,https://www.mutipiti184.info/,西中島南方駅1番出口,080-2469-9935,11:00～翌 02:00
びしょ濡れ悪魔,西中島南方駅1番出口,■大阪府,,,https://www.esthe-ranking.jp/nishinakajima/shop-detail/00bf2f26-3966-4444-b978-5231dfcfd509/,https://www.bsyonureakuma184.info/,西中島南方駅1番出口,070-9100-8091,11:00～翌 01:30
未来～Mirai～,西中島南方駅1番出口,■大阪府,,,https://www.esthe-ranking.jp/nishinakajima/shop-detail/4f5ad041-d74c-4d7a-98db-634a0c9a8d8a/,https://shop2.es-johokan.com/sakura-n/,西中島南方駅1番出口,080-1582-1769,12:00～翌 02:00
ピンクウサギ,西中島南方駅2番出口,■大阪府,,,https://www.esthe-ranking.jp/nishinakajima/shop-detail/6fc47533-ead3-4da2-900c-7f59a56ceefb/,https://www.pinkusagi184.info/,西中島南方駅2番出口徒歩2分,080-2078-8219,12:00～24:00
ムラットAroma,西中島南方駅1番出口,■大阪府,,,https://www.esthe-ranking.jp/nishinakajima/shop-detail/b979b6f3-47bb-4847-9b41-d72db73846b0/,https://www.muramuranisinak184.info/,西中島南方駅1番出口,070-8797-8777,12:00～24:00
猫の誘惑,西中島南方駅2番出口,■大阪府,,,https://www.esthe-ranking.jp/nishinakajima/shop-detail/dcd0e477-3234-4895-a3e7-049527187a63/,https://shop2.es-johokan.com/nekonoyuuwaku-n/,西中島南方駅2番出口,090-6293-8282,11:00～翌 02:00
シーバス,西中島南方駅1番出口,■大阪府,,,https://www.esthe-ranking.jp/nishinakajima/shop-detail/c46844bf-9653-4171-b1cd-b4626ee0db59/,https://shop2.es-johokan.com/chivas/,西中島南方駅1番出口徒歩3分,06-6886-5299,12:00～翌 02:00
New Changthai（ニューチャーンタイ）,西中島南方駅,■大阪府,,,https://www.esthe-ranking.jp/nishinakajima/shop-detail/07eade33-8f5c-4787-bafb-2e353295c9ad/,https://newchangthai-nishinaka.com/,西中島南方駅徒歩1分,06-6302-3115,11:00～LAST
サバイサバイ,西中島南方駅1番出口,■大阪府,,,https://www.esthe-ranking.jp/nishinakajima/shop-detail/0ab7acfe-dc11-44e9-987d-3bbc795e730c/,https://sabaisabai-nishinaka.com/,西中島南方駅1番出口徒歩6分,090-4751-9366,11:00～24:00
タイヘブン,西中島南方駅,■大阪府,,,https://www.esthe-ranking.jp/nishinakajima/shop-detail/f26847ad-cd01-4700-87d1-fad0b0bae220/,https://www.thai-heaven.com/,西中島南方駅徒歩1分,090-8145-2654,12:00～翌 02:00
妹CLUB,西中島南方駅1番出口,■大阪府,,,https://www.esthe-ranking.jp/nishinakajima/shop-detail/afac869d-276f-4f9d-b5ef-d155cf6f79b4/,https://www.imotoclub184.info/,西中島南方駅1番出口,070-5430-7109,12:00～翌 05:00
48手,西中島南方駅1番出口,■大阪府,,,https://www.esthe-ranking.jp/nishinakajima/shop-detail/1782e1d5-da5b-46fa-9f6d-7a166274037e/,https://www.48te184.info/,西中島南方駅1番出口,090-6159-6789,11:00～翌 02:00
水上花〜minakamihana〜,西中島南方駅1番出口,■大阪府,,,https://www.esthe-ranking.jp/nishinakajima/shop-detail/eee27250-6794-4961-b057-035c18d70071/,https://www.minakamihana184.info/,西中島南方駅1番出口,090-1145-0777,12:00～23:00
月の香,大阪西中島南方2番出口,■大阪府,,,https://www.esthe-ranking.jp/nishinakajima/shop-detail/c7c0d1fd-0073-441b-aac8-a9ffe8410a1a/,https://www.tukinokaori184.info/,大阪西中島南方2番出口,080-8727-6812,12:00～LAST
ナーンナッチャ,西中島南方駅,■大阪府,,,https://www.esthe-ranking.jp/nishinakajima/shop-detail/084f6504-8457-4756-9ed9-00d463cd7cba/,https://nan-natcha.com/,西中島南方駅徒歩3分,080-8049-8466,12:00～LAST
タイ古式マッサージ アノナ,西中島南方駅1番出口,■大阪府,,,https://www.esthe-ranking.jp/nishinakajima/shop-detail/57077ed7-c001-4e1f-ae2f-7bfabb5cd3f6/,https://www.ruby-thaimassage.com/,西中島南方駅1番出口徒歩6分,070-1454-3128,12:00～翌 02:00
カルナ,西中島南方駅,■大阪府,,,https://www.esthe-ranking.jp/nishinakajima/shop-detail/a421d4c7-fc92-45f5-b9dd-0a83a7204967/,https://www.karuna-relax.com/,西中島南方駅徒歩1分,090-2835-6515,11:00～24:00
リラマ～RiRaMa～,西中島南方駅1番出口,■大阪府,,,https://www.esthe-ranking.jp/nishinakajima/shop-detail/3b2c24d8-e5e3-4d3a-98b5-687d82d41651/,https://www.rirama184.info/,西中島南方駅1番出口,070-9175-2395,12:00～LAST
KhonKaen（コンケン）,南方駅,大阪府、南方駅、リラクゼーション,,,https://www.esthe-ranking.jp/nishinakajima/shop-detail/f59260f2-77e6-4de9-8055-a052109de61e/,https://khonkaen-nishinaka.com/,南方駅徒歩1分,080-9007-5902,12:00～LAST
Tonkoon（トンクーン）,西中島南方駅1番出口,■大阪府,,,https://www.esthe-ranking.jp/nishinakajima/shop-detail/18cc8fec-3a32-4ae3-bb4f-a47a39277f3a/,http://www.tonkun184.info/,西中島南方駅1番出口徒歩3分,090-1861-7999,12:00～24:00
縁家（エンヤ）,西中島南方駅2番出,■大阪府,,,https://www.esthe-ranking.jp/nishinakajima/shop-detail/53de3097-0e39-4f7a-b3ab-e26f86e55662/,https://refle-enya.jimdofree.com/,アクセス欄に住所あり,06-6886-1813,11:00～LAST
Nico,西中島南方駅1番出口,■大阪府,,,https://www.esthe-ranking.jp/nishinakajima/shop-detail/94d3cade-d443-467a-a811-289ee347a78f/,http://train.lolipop.jp/nico/,西中島南方駅1番出口,080-6694-9775,11:00～23:00
ハッピー,西中島南方駅1番出口,■大阪府,,,https://www.esthe-ranking.jp/nishinakajima/shop-detail/ee07984e-8144-4456-9d41-9d4771e56e3e/,http://www.e-happy.info/,西中島南方駅1番出口,06-4862-5239,11:30～LAST
Phimai Thai Massage,西中島南方駅2番出口(南口),■大阪府,,,https://www.esthe-ranking.jp/nishinakajima/shop-detail/1da316fd-7215-4565-8f17-002d4c4c4937/,http://www.phimai.info/,地下鉄西中島南方駅南口より徒歩1分、阪急南方駅すぐのタイ式マッサージ店です。,06-6476-7997,12:00～LAST
幸福,西中島南方駅,■大阪府,,,https://www.esthe-ranking.jp/nishinakajima/shop-detail/ec1ba708-25a1-42ec-bc0f-0d8b6042b768/,http://www.es184.com/,アクセス欄に住所あり,06-6390-7789,11:00～LAST
恋物語,江坂駅,"34.75625544389185, 135.5001552498437",34.75625544389185,135.5001552498437,https://www.esthe-ranking.jp/esaka/shop-detail/2359a712-dc0c-4949-90b2-b5e81879e5d9/,https://koi-massage.navi.mn/,アクセス欄に緯度経度と住所あり,090-7348-9860,10:00～翌 02:00
極上美女,高槻市駅・江坂駅・高槻駅,高槻市駅,,,https://www.esthe-ranking.jp/esaka/shop-detail/3b2162c6-5a5f-4b9c-9d42-dc119e6beba5/,https://www.relaxsalon.xyz/gjbj/,アクセス欄に住所あり,050-6880-4526,11:00～翌 02:00
誘惑のナース,江坂駅5番出口,"34.75881207188098, 135.49710156443396",34.75881207188098,135.49710156443396,https://www.esthe-ranking.jp/esaka/shop-detail/64b21ece-b0d1-43d8-ab62-1e1a2ad36b76/,http://love.sh-berhjop.tokyo/,ここに着きましたら、お電話ください。,080-9537-7415,11:00～翌 03:00
ベトナムエンジェル,江坂駅5番出口,大阪府吹田市江坂町1丁目13−41,,,https://www.esthe-ranking.jp/esaka/shop-detail/de8bff2c-9b70-4450-b3a0-84a12ae8cb13/,http://angel-vv.aru-jp.wang/,大阪府吹田市江坂町1丁目13−41、に着きましたらご連絡ださい,080-1480-3504,11:00～LAST
Pinky,江坂駅,大阪府吹田市豊津町1-22,,,https://www.esthe-ranking.jp/esaka/shop-detail/fd924dd4-b3d2-45e0-bca5-6fa1711ae828/,http://pinky-esaka.sh-ineua.xyz/,江坂駅徒歩5分,090-4005-2453,10:30～翌 01:30
ゆらり,江坂駅,江坂駅,,,https://www.esthe-ranking.jp/esaka/shop-detail/758f4248-08d2-4e66-b4fc-c72a0d97425e/,https://yurari.navi.mn/,江坂駅徒歩3分,070-9331-1745,11:00～翌 02:00
happy（ハッピー）,高槻市駅,大阪府高槻市城北町2-14-13,,,https://www.esthe-ranking.jp/esaka/shop-detail/5b35ebc7-2735-4887-bfa9-063010f23fa1/,https://r-iya.xyz/,お近くに着きましたら,090-9881-0220,12:00～LAST
夜来香,高槻市駅,大阪府高槻市城北町2-11-3,,,https://www.esthe-ranking.jp/esaka/shop-detail/f4581973-286a-4933-a403-0810d5cd4135/,https://t-tuki.xyz/,阪急高槻市駅より徒歩2分,080-3138-2704,12:00～翌 02:00
ハチミ,高槻市駅・高槻市駅・江坂駅,高槻市駅,,,https://www.esthe-ranking.jp/esaka/shop-detail/4628b25a-63a0-4603-9f18-82477cd26d98/,https://www.relaxsalon.xyz/hatimi/,アクセス欄に住所あり,050-6876-7625,10:00～翌 02:00
セクシーすきぴ,江坂駅,"34.75993129456591, 135.49684286548134",34.75993129456591,135.49684286548134,https://www.esthe-ranking.jp/esaka/shop-detail/0fb250c9-3885-4ab8-b0c6-c82f0f32e04e/,http://sksskp.xhh-tokyo.vip/,大阪府吹田市豊津町（江坂駅5号口 徒歩3分）,090-2267-1798,11:00～翌 03:00
濡れピーチ（ぬれピーチ）,江坂駅8番出口,江坂駅,,,https://www.esthe-ranking.jp/esaka/shop-detail/54c717e2-b566-460a-8bc3-96cb419eba14/,http://wet.sh-goy.tokyo/,江坂駅8番出口徒歩2分,070-5695-7528,11:00～翌 03:00
夢荘（ゆめそう）,高槻市駅,"34.84926800000002, 135.62427867055217",34.84926800000002,135.62427867055217,https://www.esthe-ranking.jp/esaka/shop-detail/30681f24-43c3-4f5f-be07-65d52cd0ae75/,https://hanahime.est1.net/,高槻市駅徒歩2分,080-9844-0944,11:00～翌 03:00
春の花,江坂駅,大阪府吹田市豊津町９−２２,,,https://www.esthe-ranking.jp/esaka/shop-detail/9f5960a0-4ad6-4a86-9467-02447f64a805/,http://cute-girl.sh-chixau.tokyo/,江坂駅8番出口に着いたらお電話ください。,080-9166-2483,11:00～翌 02:30
Fave ～アエイヴ～,高槻駅,大阪府高槻市高槻町１２−５,,,https://www.esthe-ranking.jp/esaka/shop-detail/35749971-84cd-4e89-bce6-b30f5c2d9f03/,https://est1.info/fave/,アクセス欄に住所あり,080-8717-4243,11:00～LAST
秘密恋人,江坂駅,大阪府吹田市江坂町１丁目１１−９,,,https://www.esthe-ranking.jp/esaka/shop-detail/e8ba82eb-a56c-4f0a-86f6-e5c89f6cb1c5/,http://secretlover.aru-jp.wang/,江坂駅徒歩8分,080-2797-4379,12:00～LAST
神の極楽plus,江坂駅,江坂駅,,,https://www.esthe-ranking.jp/esaka/shop-detail/77358d13-0821-4864-89f1-b9a3d1ac8b49/,http://kamino.mensest.xyz/,アクセス欄に住所あり,050-6882-8816,11:00～翌 02:00
台湾 ・リカ,高槻市駅,大阪府高槻市京口町８−３,,,https://www.esthe-ranking.jp/esaka/shop-detail/dbfdfe04-ea98-4bef-8b9d-4b5d08a87bb6/,http://rika.sh-ksm.tokyo/,高槻市駅徒歩3分,090-3872-2896,11:00～LAST
月のウサギ,高槻市駅・江坂駅・高槻駅,高槻市駅,,,https://www.esthe-ranking.jp/esaka/shop-detail/8a6f0667-aa21-4cfb-924c-73a546ddcff3/,http://crscentzq.mensrelax.net/,アクセス欄に住所あり,050-6882-8055,11:00～翌 02:00
優しい,江坂駅,■大阪府,,,https://www.esthe-ranking.jp/esaka/shop-detail/eb6b9d50-2b1c-47fa-9144-60758943d878/,http://yasashii.sh-jrw.tokyo/,アクセス欄に住所あり,080-8838-2279,11:00～翌 02:30
kiss me,江坂駅8番出口,■大阪府,,,https://www.esthe-ranking.jp/esaka/shop-detail/991e83c5-4399-45a7-be92-7d1d78a5e6ff/,https://www.kissmeesak184.info/,江坂駅8番出口,080-8244-8422,12:00～翌 05:00
キラキラ,江坂駅8番出口,■大阪府,,,https://www.esthe-ranking.jp/esaka/shop-detail/5396eaa3-ed91-4639-84c4-4cf979179191/,http://kirakira.xin-oksi.online/,江坂駅8番出口,090-5461-3618,12:00～翌 01:30
今すぐKiss Me,江坂駅,■大阪府,,,https://www.esthe-ranking.jp/esaka/shop-detail/52527dc1-33fb-4fc9-a9d9-b6fc348ba78a/,http://kiss-me.xin-oksi.online/,アクセス欄に住所あり,080-7882-4146,11:00～翌 01:30
明月,高槻駅きた西口,高槻市アジアンエステ,,,https://www.esthe-ranking.jp/esaka/shop-detail/325d16bb-640e-4729-9714-337dabcb073a/,https://www.jrtakatuki184.info/,アクセス欄に住所あり,090-3979-2472,11:00～24:00
桃ぷるジューシー,なかもず駅,"34.55827626079069, 135.50456393558193",34.55827626079069,135.50456393558193,https://www.esthe-ranking.jp/sakai/shop-detail/66d55f15-08dd-4813-bc74-7609432c2330/,https://momo-purujushi.navi.mn/,アクセス欄に緯度経度と住所あり,070-4206-3120,10:30～翌 02:00
Royal Honey（ロイヤルハニー）,日根野駅,大阪府泉佐野市日根野７１４６−１０２,,,https://www.esthe-ranking.jp/sakai/shop-detail/295dda40-0325-4f04-b1e1-62fb7adb48e8/,http://royal-honey.menzu-xvg.sbs/,地図の位置に着きましたら、ご連絡ください。,090-6133-6669,12:00～翌 02:00
ひまわり,長居駅2-6番出口,大阪府大阪市住吉区長居東,,,https://www.esthe-ranking.jp/sakai/shop-detail/31a21028-0b24-4cd5-8cae-7d88e6cbd02d/,http://jnis.dlp-esute.asia/,長居駅に着きましたら、ご連絡ください。,090-8535-3636,12:00～翌 01:00
メロメロ,なかもず駅,"34.55793683288862, 135.50494993385502",34.55793683288862,135.50494993385502,https://www.esthe-ranking.jp/sakai/shop-detail/b002f963-f929-42a6-abff-cc9f6c25aebc/,http://sh-meili.hfml24.xyz/,ここに着きましたら、お電話ください。,080-7117-6200,11:00～翌 02:00
Vanilla（バニラ）,なかもず駅・堺駅,大阪府堺市北区中百舌鳥町５丁６６８,,,https://www.esthe-ranking.jp/sakai/shop-detail/9d630949-bb45-4a6a-879c-59fbbcd7365e/,http://vanilla.menzu-naj.sbs/,地図の位置に着きましたら、ご連絡ください。,080-2875-1826,12:00～翌 02:00
オイルBaby,なかもず駅・堺東駅・堺駅,なかもず駅,,,https://www.esthe-ranking.jp/sakai/shop-detail/430e1fe7-13a4-4d09-82ca-610cf8096d15/,https://www.relaxsalon.xyz/oilbaby/,アクセス欄に住所あり,050-6882-8529,11:00～翌 02:00
夢源,なかもず駅,大阪府堺市堺区一条通１−２５,,,https://www.esthe-ranking.jp/sakai/shop-detail/821eb6b0-e353-4850-9075-ea56a3ad6a5b/,http://dream-source.menzu-kio.sbs/,地図の位置に着きましたら、ご連絡ください。,080-3764-4225,10:00～23:00
極娘,なかもず駅北口,"34.55711951676344, 135.50425409039084",34.55711951676344,135.50425409039084,https://www.esthe-ranking.jp/sakai/shop-detail/5dd1dbc6-c873-4030-b3a3-43957151e60f/,https://gokugirls.estx.net/,なかもず駅北口徒歩2分,090-8703-5243,11:00～翌 02:00
愛の風船,北加賀屋駅,北加賀屋駅,,,https://www.esthe-ranking.jp/sakai/shop-detail/f82e7ffb-fb24-45ec-bed7-13ab62fbd4d6/,https://himitsu-tobira.navi.mn/,アクセス欄に住所あり,050-6870-9078,11:00～翌 01:00
桜森,堺東駅・堺駅,堺東駅,,,https://www.esthe-ranking.jp/sakai/shop-detail/d12ea856-e883-4b06-aa84-d2633924f119/,https://mahookiss1.navi.mn/,アクセス欄に住所あり,050-6864-3136,11:00～翌 01:00
韓国メンズエステ feeling-フィーリング- 堺東ルーム,堺東駅,大阪府堺市堺区南瓦町,,,https://www.esthe-ranking.jp/sakai/shop-detail/68a408b0-7294-4737-8eb6-c9c1cb3496ad/,https://yasuragi-spa.com/,「堺東駅」徒歩6分,090-3043-3434,10:00～翌 05:00
LOVE,長居駅,"34.61055925462145, 135.5135428621463",34.61055925462145,135.5135428621463,https://www.esthe-ranking.jp/sakai/shop-detail/12376db8-adab-45a0-bbfc-109921568daa/,https://www.oil-massage-love.com/,アクセス欄に緯度経度と住所あり,06-6608-1118,
さくら,堺駅南口,大阪府堺市堺区竜神橋町1-6-7,,,https://www.esthe-ranking.jp/sakai/shop-detail/5c640ac0-6ead-45a1-8df1-f83ff1adcf84/,https://sakura-relax.net/,堺駅南口徒歩1分,090-3496-0297,12:00～翌 02:00
夜桜,堺駅・なかもず駅,大阪府堺市堺区栄橋町１丁２−２,,,https://www.esthe-ranking.jp/sakai/shop-detail/7fa06704-25c3-468a-b9c5-8d488068bb44/,http://blossoms.menzu-xvg.sbs/,地図の位置に着きましたら、ご連絡ください。,090-7738-8863,12:00～翌 02:00
ストロベリー,堺東駅西口,"34.57933852098243, 135.48373759688627",34.57933852098243,135.48373759688627,https://www.esthe-ranking.jp/sakai/shop-detail/314d8282-ed94-4ece-9bca-0c37fa6db106/,https://oil-relaxation-himawari.jimdofree.com/,堺東駅西口徒歩6分,090-1963-6868,12:00～翌 01:00
小百合,北加賀屋駅1番出口,大阪府大阪市住之江区北加賀屋１丁目１２−３６,,,https://www.esthe-ranking.jp/sakai/shop-detail/7e246aa9-408b-4cef-8e60-4937d9488071/,https://shop.es-johokan.com/sayuri-k/,北加賀屋駅1番出口,080-9888-2288,12:00～翌 02:00
癒荘（ゆそう）,堺東駅,大阪府堺市堺区翁橋町１丁９−２,,,https://www.esthe-ranking.jp/sakai/shop-detail/5bcf4c03-1319-4f00-af52-da80160f8073/,http://yz.sh-ibt.tokyo/,堺東駅徒歩8分,080-9007-6990,12:00～翌 05:00
Grace（グレイス）,堺東駅,大阪府堺市堺区北瓦町2-2-11,,,https://www.esthe-ranking.jp/sakai/shop-detail/c83a333d-85c0-4193-84a5-03a0004331d2/,https://www.grace-relaxation.net/,アクセス欄に住所あり,072-229-6785,12:00～LAST
癒苑（ゆえん）,堺東駅,■大阪府,,,https://www.esthe-ranking.jp/sakai/shop-detail/ff4add51-45b6-424f-93d4-26d63f25a5c2/,https://shop2.es-johokan.com/yuen-relaxation/,アクセス欄に住所あり,072-247-9299,12:00～LAST
ルミエール,なかもず駅6番出口,■大阪府,,,https://www.esthe-ranking.jp/sakai/shop-detail/3a605fff-9727-4bcb-b40e-14164a6d99c1/,https://www.lumiere184.info/,なかもず駅6番出口,070-2680-3025,11:00～LAST
Rose（ローズ）,東岸和田駅,岸和田市アジアンエステ,,,https://www.esthe-ranking.jp/sakai/shop-detail/3e141295-44e1-48f8-82bf-a685102a964c/,https://www.kansai-es.com/rose-kishiwada/,アクセス欄に住所あり,0724-42-6123,12:00～翌 05:00
花水木,堺東駅西口,■大阪府,,,https://www.esthe-ranking.jp/sakai/shop-detail/51d32618-44a3-4e92-a9e6-0fd5d929c67e/,https://shop2.es-johokan.com/hanamizuki-s/,堺東駅西口徒歩8分,070-8944-4696,12:00～LAST
ゆらか,堺東駅,■大阪府,,,https://www.esthe-ranking.jp/sakai/shop-detail/db19397f-fd66-40de-b4c7-40315cd20c05/,https://yuraka-relaxation.com/,堺東駅徒歩2分,080-6638-0608,11:00～23:00
Zen（ゼン）,岸和田駅,岸和田市、中国式のリラクゼーションならrelaxation Zen。relaxation Zen,,,https://www.esthe-ranking.jp/sakai/shop-detail/e4bcd75c-9602-4799-b88b-cad3d16b3544/,https://relaxation-zen-kishiwada.com/,岸和田駅徒歩2分,072-431-2777,11:00～翌 03:00
